split,sentence1,sentence2,score
train,"A new study, conducted in Europe, found the medicine worked just as well as an earlier disputed study, sponsored by ImClone Systems, said it did.",Watches or warnings could be issued for eastern Cuba later on Thursday.,2.6
train,Peace Rules defeated Funny Cide in the Louisiana Derby.,"The government recently shelved peace talks being brokered by neighbouring Malaysia after a spate of attacks on Mindanao, including three deadly bombings, that it blamed on the MILF.",3.6
train,Five-time Tour de France winner and cancer survivor Lance Armstrong had a few words of advice for other cancer survivors in Denver on Friday.,"It's the National Audubon Society's annual Christmas Bird Count, now in its 104th season.",2.5
train,"She had only a single condition, that the book not be published until her death.","Altria Group Inc. MO.N fell 50 cents, or 1.2 percent, to $41.81.",5.0
train,MSN Messenger 6 will be available for download starting at 6 p.m. GMT on Wednesday from http://messenger.msn.com/download/v6preview.asp.,"US Airways Flight 5481, which crashed Jan. 8, was judged to be within 100 pounds of its maximum takeoff weight.",3.25
train,"At 12 months there was still a difference in function, although it was not a significant one.","Kernan, who was O'Bannon's lieutenant governor, friend and political partner, was sworn in six hours after O'Bannon died Saturday.",2.4
train,The Senate agreed Tuesday to lift a 10-year-old ban on the research and development of low-yield nuclear weapons.,"Of the 24 million phone votes cast, Studdard was only 130,000 votes ahead of Aiken.",2.0
train,SCO says the pricing terms for a license will not be announced for weeks.,"Cavender did say: ""I felt that if I disagreed with Rosie too much I would lose my job.""",3.833
train,But other sources close to the sale said Vivendi was keeping the door open to further bids and hoped to see bidders interested in individual assets team up.,"Aventis, based in Strasbourg, France, is one of the leading producers of the vaccine and one of a handful of companies that still make it.",4.8
train,The monkeys could track their progress by watching a schematic representation of the arm and its motions on a video screen.,"The scientist also quarantined himself at home as soon as he developed SARS symptoms, officials said.",2.0
train,The BlueCore3-Multimedia includes a 16-bit stereo audio CODEC with dual ADC and DAC for stereo audio.,"According to law enforcement officials, the individual decrypted passwords on the server.",3.0
train,"Joining Boston on Monday were the Massachusetts communities of Watertown, Saugus and Framingham.","A Caesarean had originally been planned in mid- November, two weeks early.",2.75
train,The benchmark 10-year Treasury note yield <US10YT=RR> dipped below 4.20 percent on Tuesday.,"Charles Cullen, 43, was transferred from the Somerset County Jail in Somerville to the Anne Klein Forensic Center, a 150-bed psychiatric treatment facility in Trenton.",3.0
train,"The House has passed prescription-drug legislation in the last two sessions, but the Senate has failed to do so.","It ain't coming to me, but it's only about a third of what I owe in the world.",3.0
train,Russin did not comment; his lawyer did not attend the hearing and did not return phone messages.,Its safe to assume the Senate is prepared to pass some form of a cap....The level of it is to be debated.,3.6
train,Boeing said the final agreement is expected to be signed during the next few weeks.,"Today, Dean ends his four-day, 10-city ""Sleepless Summer"" tour in Chicago and New York.",4.0
train,"The Dow Jones industrial average <.DJI> was off 58.69 points, or 0.64 percent, at 9,137.86.","Perry said he backs the Senate's efforts, including the fines, to force the Democrats to return.",3.25
train,"When fully operational, the facility is expected to employ up to 1,000 people.","""We're being hyper-vigilant,"" said Dr. James Young, Ontario's commissioner of public safety.",3.4
train,"The meat, poultry, butter, cheese and nuts were impounded a year ago at a LaGrou Cold Storage warehouse in Chicago.","The 30-year bond <US30YT=RR> firmed 24/32, taking its yield to 4.18 percent, after hitting another record low of 4.16 percent.",3.8
train,"According to law enforcement officials, the person arrested was a known sophisticated hacker.","The investment gives Larkspur, Calif.-based BayStar more than 2.9 million shares of SCO common stock, or 17.5 percent of the company's outstanding shares.",3.5
train,"On Thursday, a Washington Post article argued that a 50 basis point cut from the Fed was more likely, contrary to the Wall Street Journal's line.","The missing workers, two men and a woman, were inside the building when the first blast occurred, Mayor Joe T. Parker said.",4.2
train,"Common side effects include nasal congestion, runny nose, sore throat and cough, the FDA said.","At 12 months, there was still a difference between the groups, but it was not considered significant.",4.0
train,He allowed two runs in seven innings and struck out six.,"Box cutters were the weapons used by the 19 hijackers in the Sept. 11, 2001, attacks.",3.25
train,Joining Stern and McEntee on stage was International Union of Painters and Allied Trades President James Williams.,"He ran last year for the Democratic nomination for Texas governor, but lost the primary to multimillionaire Tony Sanchez.",2.4
train,The fines are part of failed Republican efforts to force or entice the Democrats to return.,"The developers, The Related Cos. and Apollo Real Estate Advisors, hope sales top $1 billion.",2.75
train,"On Tuesday, the central bank left interest rates steady, as expected, but also declared that overall risks were weighted toward weakness and warned of deflation risks.","License sales, a key measure of demand, fell 21 percent to $107.6 million.",4.8
train,"Officers threw him to the ground and handcuffed him, and Reyna dropped a knee into his back, according to testimony.","Albuquerque Mayor Martin Chavez said investigators felt confident that with the arrests they had ""at least one of the fires resolved.""",4.5
train,"Gainer said the two staff aides are ""very sorry this all happened,"" and the security personnel had performed ""well within standards.""","Last week, former chief financial officer Franklyn Bergonzi pleaded guilty to one count of conspiracy and agreed to cooperate with the government's investigation.",3.6
train,The proportion of people covered by employers dropped from 62.3 percent in 2001 to 61.3 percent last year.,"""Saddam is gone, but we want the (U.S.) occupation to end.""",3.25
train,"Joe Kernan, who had been lieutenant governor for the past seven years, was sworn in as governor after O'Bannon died Saturday.","The virus killed 44 people in the Toronto area, including one doctor and two nurses.",4.0
train,"The Nasdaq Composite Index rose 19.67, or 1.3 percent, to 1523.71, its highest since June 18.","Intel on Wednesday unveiled its next-generation processor for cell phones, PDAs, and other wireless devices.",2.2
train,"The meeting was scheduled to end Wednesday night, with attendees approving resolutions that express the denomination's view on issues but that are not binding on churches.","On Wednesday, attendees will vote on resolutions that express the Southern Baptist view on issues, but are not binding on individual churches.",2.4
train,"The two-year note US2YT=RR fell 5/32 in price, taking its yield to 1.23 percent from 1.16 percent late on Monday.","The Dodgers won their sixth consecutive game and seventh in their last nine as they beat Colorado 3-2 on Wednesday in front of a crowd of 25,332 at Dodger Stadium.",3.0
train,"""Tomorrow at the Mission Inn, I have the opportunity to congratulate the governor-elect of the great state of California.","Since early May, the city has received 1,400 reports, he said.",4.2
train,"Investigators uncovered a 4-inch bone fragment from beneath the concrete slab Thursday, but it turned out to be an animal bone, authorities said.",About half of all U.S. households have money in mutual funds.,0.8
train,"""It appears from our initial report that this was a textbook landing considering the circumstances,"" Burke said.","Trish York, a spokeswoman for Boeing, declined to comment on the deal.",2.0
train,"The Sunshine Group LTD represented the developers, The Related Companies and Apollo Real Estate Advisors LP, on the deal.","With the remaining three shuttles grounded in the wake of the Columbia accident, the rookies will have to wait even longer.",3.0
train,"The Dodgers won their sixth consecutive game their longest win streak since 2001 as they edged Colorado, 3-2, Wednesday in front of a crowd of 25,332 at Dodger Stadium.",The S&P 500 had climbed 16 percent since its March low and yesterday closed at its highest since Dec. 2.,3.6
train,The attack seemed similar to others staged near foreign compounds in Riyadh on May 12.,Police used pepper spray and rubber bullets to disperse a downtown march and rally last night by activists protesting an annual police intelligence-training seminar.,4.0
train,"And when asked if he felt regret or guilt about the attack his answer was an adamant ""no"".",Frankel said Peace Rules will run in the Preakness Stakes on May 17.,3.2
train,"In a not-too-subtle swipe at Dean, he predicted Americans would not elect a Democrat ""who sounds an uncertain trumpet in these dangerous times.""","""IT is the only vehicle on which established economies will be able to compete"" with fast-growing economies such as China and India, Barrett said.",2.6
train,"The injured passenger at John Peter Smith Hospital died later Friday morning, Jones said.","Through Sunday, Sept. 21, Site Finder has been visited over 65 million times by Internet users.",4.4
train,"Amnesty International has said that over the past 20 years it has collected information about 17,000 disappearances in Iraq but the actual figure may be much higher.",We don't need a little bitty tax relief plan.,3.8
train,"Box cutters were used as a weapon by the Sept. 11, 2001, hijackers and have since been banned as carry-on items.","""I'm absolutely confident we're going to have a bill,"" Frist, R-Tenn., said Thursday.",2.4
train,"Another shooting linked to the spree occurred Nov. 11 at Hamilton Central Elementary in Obetz, about two miles from the freeway.","The Nasdaq had a weekly gain of 17.27, or 1.2 percent, closing at 1,520.15 after gaining 30.46 yesterday.",3.0
train,Rusch has also allowed five or more earned runs in each of his last three starts.,The union said it would reveal later which chain would be targeted.,3.8
train,"Licensing revenue slid 21 percent, however, to $107.6 million.",The company's chief executive retired and chief financial officer resigned.,3.8
train,"But JT was careful to clarify that it was ""not certain about the outcome of the discussion at this moment"".",Kodak expects earnings of 5 cents to 25 cents a share in the quarter.,3.75
train,"Apple Computer's new online music service sold more than 1 million songs during its first week of operation, the company said Monday.",British Airways plans to retire its seven Concordes at the end of October.,1.4
train,"In two weeks, he'll probably send out Peace Rules in the Preakness.",The International Union of Painters and Allied Trades endorsed Mr Dean several weeks ago.,3.75
train,"He refused to reveal what percentage of flights carried sky marshals, or whether they would be increased.","Marissa Jaret Winokur, as Tracy, won for best actress in a musical.",4.056
train,The plane was estimated to be within 100 pounds of its maximum takeoff weight.,"Together, we will find creative ways to communicate the unique strengths of Kmart to the 'new America' consumer.""",1.8
train,"Antonio Monteiro de Castro, 58, currently director of the group’s Latin America & Caribbean operations, will become chief operating officer from the same date.","The blue-chip Dow Jones industrial average .DJI tacked on 97 points, or 1.14 percent, to 8,699.",1.4
train,"The rapper's lawyer, Mark Gann, didn't return calls for comment.","The royal household was bracing itself for any more revelations in A Royal Duty, based on the former servant’s time with Diana, Princess of Wales.",3.0
train,"""There is no doubt about the chemical programme, biological programme, indeed nuclear programme, indeed all that was documented by the UN,"" he said.",The letter bomb sent to Prodi exploded in his hands but he was unhurt.,4.0
train,"""Close co-operation between law-enforcement agencies and intelligence services lie at the heart of the ongoing fight against terrorism,"" Mr Howard said.","On Monday, Abbey trotted on stage, tail wagging, with Conway before a crowd of 10,000 attendees at PeopleSoft's annual customer conference.",4.0
train,The launch coincides with the JavaOne developers' conference in San Francisco this week.,"Bashir also felt he was being tried by opinion rather than facts of law, he added.",2.7
train,"So far, they have searched Pennsylvania, Ohio, Michigan, Illinois and Indiana, authorities in those state said.","""I'm really excited about going to Cleveland,"" James told ESPN.com.",4.25
train,He said the attackers left behind leaflets urging staff at the Ishtar Sheraton to stop working at the hotel and demanding U.S. forces leave Iraq.,"Allegiant's stock closed Wednesday at $23.40, up 64 cents, in trading on the Nasdaq market.",3.2
train,The company didn't detail the costs of the replacement and repairs.,The mother also contended that she was sexually assaulted by one of the guards during the 1998 confrontation.,3.444
train,"A Washington County man may have the countys first human case of West Nile virus, the health department said Friday.","It may be dying because entrenched interests are positioning themselves to control the Internet's choke-points and they are lobbying the FCC to aid and abet them.""",4.5
train,The procedure is generally performed in the second or third trimester.,"With diplomacy heating up in the nearly 10-month-old crisis, Chinese Foreign Minister Li Zhaoxing flies to Japan on Sunday en route to South Korea on August 13.",4.6
train,"He planned to stay all day until the river crested, which was forecast for late last night.",Kroger's Ralphs chain and Albertsons immediately locked out their grocery workers in a show of solidarity.,4.75
train,Board Chancellor Robert Bennett declined to comment on personnel matters Tuesday.,"Douglas Robinson, CA senior vice president, finance, will fill the position in the interim.",3.6
train,"The Nasdaq composite index advanced 20.59, or 1.3 percent, to 1,616.50, after gaining 5.7 percent last week.","In addition, ""fewer than 10"" FBI offices have conducted investigations involving visits to Islamic mosques, the Justice Department said.",3.2
train,"In January 2000, notebooks represented less than 25 percent of sales volume.","That saw the benchmark 10-year note US10YT=RR slip 5/32 in price, taking its yield to 3.36 percent from 3.34 percent late on Thursday.",3.0
train,"A Royal Duty is based on his experiences with Diana, Princess of Wales and letters allegedly to and from her.","SCO changed its name to Tarantella, and Caldera later changed its name to the SCO Group.",3.0
train,"The companies, Chiron and Aventis Pasteur, together made about 80 million doses of the injected vaccine, which ordinarily would have been enough to meet U.S. demand.",The sales leave Mr. Turner with about 45 million shares in AOL.,3.6
train,"The consumer group generated $4.47 billion of profit and $20 billion of revenue from January to June, 53% of Citigroup's profit and revenue.","U.S. forces struck dozens of targets on Monday, killing six guerrillas and arresting 99 others during 1,729 patrols and 25 raids conducted over 24 hours.",1.75
train,"""I really liked him and I still do,"" Cohen Alon told the Herald yesterday.",King County Superior Court Judge Charles Mertel will then recess the trial until Monday.,3.333
train,"In an E-mail statement to the Knoxville News Sentinel, Shumaker said, ''I am not giving any consideration to resignation.",Southwest said its traffic was up 4.6 percent in the quarter on a capacity increase of 4.2 percent.,1.4
train,The author is one of several defense experts expected to testify.,"People who once thought their blood pressure was fine actually need to start exercising and eating better, according to new U.S. guidelines published on Wednesday.",3.0
train,He was taken to a hospital for precautionary X-rays on his neck.,"Moore, the suspended chief justice of the Alabama Supreme Court, stands trial before the Alabama Court of the Judiciary.",4.0
train,"During a screaming match in 1999, Carolyn told John she was still sleeping with Bergin.","The 27-year-old rapper's attorney in the civil matter, Mark Gann, did not return calls for comment.",3.8
train,"From Broadway comedies like ""The Seven Year Itch"" (1952), ""Will Success Spoil Rock Hunter?""","The Hispanic population increased by 9.8per cent from the April 2000 census figures, despite less favourable social and economic conditions than in the 1990s.",2.4
train,"A search for three missing teenagers uncovered at least two bodies buried beneath freshly poured concrete in the basement of a house, authorities said Wednesday.","The intervention force will confiscate weapons, reform the police, strengthen the courts and prison system and protect key institutions such as the Finance Ministry.",4.0
train,"""People are obviously inconvenienced,"" said Dr. Jim Young, Ontario's commissioner of public safety.","The consumer-confidence index came in at 83.5 in June, down slightly from a revised 83.6 in May, the Conference Board said.",1.8
train,"The technology-laced Nasdaq Composite Index .IXIC rose 17.26 points, or 1.06 percent, to 1,640.06, based on the latest data.","GALLOWAY TOWNSHIP, N.J. >> Annika Sorenstam and Michelle Wie drew the crowds, but Angela Stanford took her first LPGA victory.",4.75
train,Wal-Mart estimates more than 100 million Americans visit their stores every week.,"On Wednesday next week, Mr Bush will meet Israeli Prime Minister Ariel Sharon and new Palestinian leader Mahmoud Abbas in Aqaba, Jordan.",3.0
train,Turkish authorities have said all the suicide bombers were Turks.,International rescue workers hacked desperately through flattened debris for survivors and cemeteries overflowed in Iran's ancient Silk Road city of Bam yesterday.,3.5
train,"Sobig.F spreads when unsuspecting computer users open file attachments in emails that contain such familiar headings as ""Thank You!,"" ""Re: Details"" or ""Re: That Movie.""","Forest, the Freedom Organisation for the Right to Enjoy Smoking Tobacco, said it had greeted The Lancet's call with ""amusement and disbelief'"".",1.6
train,The new sensor -- dubbed CANARY for ''cellular analysis and notification of antigen risks and yields'' -- hijacks this natural process with two important changes.,"""But at this stage, given the early detection, the outlook in such instances would be positive,"" he said.",4.0
train,Several states and the federal government later passed similar or more strict bans.,Shares of Express Scripts ESRX.O fell about 4 percent to $66.73 on the Nasdaq in late morning trade.,4.8
train,Police launched an international hunt for Shevaun Pennington after she ran away with 31-year-old Toby Studabaker Saturday.,"Mr. Powell told a crowd at a cemetery with a thousand headstones, many of them marking the graves of entire families.",2.0
train,"Taiwan has attempted to gain observer status to the United Nations-affiliated WHO for seven years, but again was rebuffed March 19 at its annual conference in Geneva.","It generated $4.47 billion of profit and $20 billion of revenue in the year's first half, 53 percent of Citigroup's totals.",2.75
train,Police using pepper spray arrested 12 people Monday night at a march and rally by about 400 activists protesting an annual training seminar of the Law Enforcement Intelligence Unit.,A Cuban architect was sentenced to 20 years in prison Friday for using two fake grenades to hijack a passenger plane from Cuba to Florida in April.,2.0
train,"Its former chief Mickey Robinson was fired for cause when he left in September, the company said.",More than 130 people have been arrested and $17 million worth of property seized in an Internet fraud sweep announced Friday by three U.S. government agencies.,4.5
train,"Mr Pollard said: ""This is a terrible personal tragedy and a shocking blow for James's family.","While waiting for a bomb squad to arrive, the bomb exploded, killing Wells.",3.75
train,Micron has declared its first quarterly profit for three years.,"At 12:10 p.m. EDT, Canada's benchmark S&P/TSX composite index was up 6.87 points or 0.1 per cent to 6,979.29.",3.0
train,Sources within the racing industry have told the Daily Bulletin that Fontana will get a second NASCAR race on Labor Day weekend starting next season.,"Still, he noted that Miami must decide whether to seek A.C.C. membership by June 30 to adhere to Big East guidelines.",3.333
train,"Sayliyah was the command base for the Iraq war, but Central Command sent hundreds who ran the war back home to Tampa, Florida.",Google's early stage backers in include California-based Stanford University and VC firms Kleiner Perkins and Sequoia Capital.,5.0
train,"The tech-laced Nasdaq Composite Index gained 2.90 points, or 0.18 percent, to 1,606.87.","A key portion of the accord was the implementation of a special council to monitor health spending, set goals for the system and measure progress in reforming health care.",4.4
train,"""We're going to do everything in our power to get money back to ratepayers as quickly as possible,"" Kennedy said.",Kerry was viewed favorably by 66 percent of those polled; Dean at 57 percent.,2.6
train,Young has 28 days to file a response and ask the NASD for a hearing.,"BAT also said Antonio Monteiro de Castro, director for Latin America and the Caribbean, would become chief operating officer on January 1, 2004.",1.5
train,The British Foreign Office said Monday that coalition authorities in Iraq were pleased that the men were freed.,But church members and observers say they anticipate that the decision here could pose doctrinal problems for some Episcopalians who believe the Bible prohibits homosexuality.,3.8
train,"On health care, the NDP says there will be no privatization and no health-care premiums.","Barbini said the EU may reach a compromise but it wants a system for labeling such foods, something the industry has resisted.",3.0
train,The new companies will begin trading on Nasdaq today under the ticker symbols PLMO and PSRC.,"In New York, the Dow Jones industrial average a gauge of 30 blue chip stocks was up 3.29 points or 0.04 per cent to 8,585.97.",3.0
train,A tropical storm rapidly developed in the Gulf of Mexico Sunday and was expected to hit somewhere along the Texas or Louisiana coasts by Monday night.,"Shares of M&T, which is based in Buffalo, fell 41 cents, to $91.51.",3.5
train,The union had not yet revealed which chain would be targeted.,Australian researchers believe they have found a trigger of type 1 diabetes in children - their mothers eating potatoes and other tuberous vegetables during pregnancy.,3.0
train,"Spokesmen for the FBI, CIA, Canadian Security Intelligence Service and Royal Canadian Mounted Police declined to comment on El Shukrijumah's stay in Canada.","The pressure will intensify today, with national coverage of the final round planned by ESPN and words that are even more difficult.",4.2
train,"Kids, adults, booksellers and postal workers all are preparing for ""Harry Potter and the Order of the Phoenix.""","Their leader, Abu Bakr al-Azdi, surrendered in June; his deputy was killed in a shoot-out with Saudi forces recently.",3.25
train,"Sources say agents confiscated ""several"" documents he was carrying.","Rich Media interactive ad formats doubled their share from 3% in second quarter of 2002, to 6% in the second quarter of 2003.",3.75
train,"If convicted of the spying charges, he could face the death penalty.","He crawled through a narrow, winding canyon, rappelled down a 60-foot cliff, and walked some six miles down the canyon near Canyonlands National Park in southeastern Utah.",4.25
train,The MDC called the strike to force Mr Mugabe to either resign or negotiate a settlement of the Zimbabwe crisis.,"""Mr. Bryant is innocent and expects to be completely exonerated,"" Mackey said in a statement.",3.692
train,U.S. prosecutors have arrested more than 130 individuals and have seized more than $17 million in a continuing crackdown on Internet fraud and abuse.,"The technology-laced Nasdaq Composite Index <.IXIC> climbed 19.11 points, or 1.2 percent, to 1,615.02.",4.4
train,"""I expect Japan to keep conducting intervention, but the volume is likely to fall sharply,"" said Junya Tanase, forex strategist at JP Morgan Chase.","World No.2 Lleyton Hewitt has accused his professional peers of long-standing malice, including an attempt last year to dupe him into refusing a drug test.",3.0
train,"So was Edie Falco, the critically praised co-star of ""Frankie and Johnny.""","Twenty-four players broke par in the first round, the third highest figure in U.S. Open history.",4.2
train,"The new version, W32/Sobig.C-mm, had already reached a ""high level"" outbreak status by Monday, according to security analysts.",Dusty had surgery for cancer in 2001 and had a kidney removed.,3.4
train,Mr Sahel said police had identified the bodies of seven of the 14-strong cell believed to have carried out the five almost simultaneous attacks on Saturday.,"The report added that ""spin"" and manipulative public relations ""are not the answer,"" but that neither is avoiding the debate.",3.75
train,"Kadyrov was not injured, but four of his bodyguards were among those killed.",Vice President Dick Cheney says Mississippi Republican Haley Barbour would be a good governor because of his government and business savvy.,4.8
train,Authorities said the scientist properly quarantined himself at home after he developed SARS symptoms Dec. 10.,"""Maybe, but the old age helps us to understand our strength and our weakness and the reality of the world.",2.667
train,School officials said Van-Vliet reported the accident using the bus’ radio.,"The Nasdaq composite index fell 2.95, or 0.2 percent, for the week to 1,912.36 after stumbling 37.78 yesterday.",2.6
train,"The Nasdaq composite index added 30.46 points, or 2 percent, to 1,520.15.",A poll released this week showed that the FBI bugging of the mayor has given a boost to his re-election effort.,2.8
train,The Bush administration blames Hussein loyalists and foreign Muslim militants who have entered Iraq to fight U.S. troops for the wave of bombings and guerrilla attacks.,Micron's numbers also marked the first quarterly profit in three years for the DRAM manufacturer.,4.6
train,"Linda Saunders pleaded guilty in federal court to six charges, including extortion, money laundering and conspiracy.","Each week 138 million shoppers visit Wal-Mart's 4,750 stores.",2.8
train,"But Forest, the Freedom Organisation for the Right to Enjoy Smoking Tobacco, said: ''Mention the word prohibition and everyone knows what happened there.","Chief Executive Mickey Robinson was fired for cause in September, the company said last month.",3.8
train,Texas Instruments climbed $1.37 to $19.25 yesterday and Novellus Systems Inc. advanced $1.76 to $36.31.,"The McLean, Virginia-based company said newspaper revenue increased 5 percent to $1.46 billion.",4.5
train,The bishop told police he thought he had hit a dog or a cat or that someone had thrown a rock at his vehicle.,"Cisco executives were encouraged by $1.3 billion in cash flow and the increase in net income, but said they remained ``cautiously optimistic'' about a rebound.",3.6
train,"According to SunnComm's Peter Jacobs, ""MediaMax performs exactly as 'advertised' to the companies who purchased it.","The arm was kept in a separate room, but the monkeys could track their progress by watching a representation of the arm and its motions on a video screen.",4.4
train,Florida Sen. Bob Graham was not identifiable by 61 percent of those polled.,The University of Michigan plans to release a new undergraduate admissions policy Thursday after its acceptance requirements were rejected by the U.S. Supreme Court in June.,4.0
train,"The broader Standard & Poor's 500 Index <.SPX> gave up 11.91 points, or 1.19 percent, at 986.60.","The attack seemed similar to attacks staged near foreign compounds in Riyadh on May 12, for which officials have also blamed al-Qaida.",4.0
train,"The helicopter burst into flames upon impact, according to the Mohave County Sheriff's Office.",The upgrade will be available as a free download for current customers with SmarNet support in January 2004.,1.2
train,"Rich media doubled its share, increasing from 3% in Q2 2002 to 6% in Q2 2003.",In a mixture of ancient Melanesian pagan and modern Christian ceremonies the people tried again to erase the misfortunes they believe have kept them poor since that long-ago meal.,3.2
train,"As a result, 24 players broke par in the first round.","The department ordered a 12 percent reduction for State Farm Lloyds, the state's largest insurer, and an 18.2 percent reduction for Allstate Texas Lloyds, the third-largest.",1.8
train,"The government did not identify the taikonauts — a term coined from ‘‘taikong,’’ the Chinese word for space — who would travel on the second mission.","While federal prosecutors refuse to discuss the investigation, lawyers and others familiar with it say it remains focused on Campbell.",2.8
train,Mr. Mask said Mr. Cullen would be taken from the Somerset County Jail by Thursday and moved to the Ann Klein Forensic Hospital just outside Trenton for psychiatric care.,"In a show of corporate solidarity, Kroger Co., which owns Ralphs, and Albertson Inc. locked out their workers the next morning.",4.0
train,"Knight agreed to a two-year, $2.38 million contract that included a $300,000 signing bonus.","The broader Standard & Poor's 500 Index <.SPX> gained 5.51 points, or 0.56 percent, to 981.73.",3.0
train,"The first health-care worker in the country to die of SARS was a Filipina-Canadian who contracted the disease at North York General Hospital, the site of the second outbreak.","Tito Barbini, a regional minister for agriculture in Tuscany, Italy, criticized the absence Tuesday in Sacramento.",2.4
train,The audiotape aired last week by the Arab Al-Jazeera television network appears to be an effort to incite attacks.,Former model Lady McCartney lost a leg in a road accident in 1993 and is understood to have steel plates fitted in her hips which would make natural childbirth difficult.,2.5
train,"Tail wagging, Abbey trotted on stage with Conway before a crowd of more than 10,000 attendees at PeopleSoft's annual customer conference at the Anaheim Convention Center.","Security analysts said the new version, W32/Sobig.C-mm, had already reached a ""high level"" outbreak status by mid-afternoon on Monday.",2.4
train,"""I felt that if I disagreed with Rosie too much I would lose my job,"" she said.","Morales, who pleaded guilty in July, expressed ""sincere regret and remorse"" for his crimes.",4.667
train,"Southwest said its traffic was up 4.6 percent in the quarter, and it ended the quarter with $2.2 billion in cash.","The proportion of Americans with insurance from employers declined to 61.3 percent, from 62.6 percent in 2001 and 63.6 percent in 2000.",2.4
train,The New York Mets then selected outfielder Lastings Milledge from Lakewood Ranch High School in Florida.,"Steve Squyres, a Cornell University scientist, is principal investigator for the missions' science instruments.",3.0
train,"The Food and Drug Administration rejected ImClone's 2001 application to sell Erbitux, citing shoddy research.",Wall Street moved tentatively higher Tuesday as investors weighed a trio of reports showing modest economic improvement against an urge to cash in profits from Monday's big rally.,4.0
train,People who once thought their blood pressure was fine actually may be well on their way to hypertension under new U.S. guidelines published on Wednesday.,"""This was a persistent problem which has not been solved, mechanically and physically,"" said board member Steven Wallace.",3.75
train,"It was the best advance since Oct. 1, when the index gained 22.25.","House Judiciary Committee Chairman James Sensenbrenner, R-Wis., says he is sensitive to civil liberties complaints.",3.2
train,Such a step could put the issue before the UN Security Council.,"""However, we are not certain about the outcome of the discussion at this moment.""",3.6
train,Kodak expects earnings of 5 cents to 25 cents a share in the quarter.,"FirstEnergy Corp. should have determined that modernizing one of its plants would increase overall pollution emissions, U.S. District Judge Edmund Sargus ruled Thursday.",2.8
train,"The film is the second of a trilogy, which will wrap up in November with The Matrix Revolutions.","The central bank's policy board left rates steady for now, as widely expected, but surprised the market by declaring that overall risks were weighted toward weakness.",2.6
train,Perry has called lawmakers into two special sessions to address congressional redistricting.,"He was arrested in Atlanta, Georgia, on Monday night by police acting on a tip-off.",2.6
train,"Get it all out,"" says Howard Davidowitz, chairman of Davidowitz & Associates, a national retail consulting firm based in New York City.",Apple Computer Inc. said Monday it exceeded record industry expectations by selling more than 1 million songs since the launch of its online music store a week ago.,3.8
train,"Revenues for ""The Hulk"" came in well below those of last month's Marvel Comics adaptation, ""X2: X-Men United,"" which grossed $85.6 million in its opening weekend.",The Bush administration blames the wave of bombings and guerrilla attacks on Saddam loyalists and foreign Muslim militants who have entered Iraq to fight U.S. troops.,5.0
train,Orange shares jumped as much as 15 percent.,"Netgear prices the WGT634U Super Wireless Media Router, which will be available in the first quarter of 2004, at under $200.",2.6
train,"The Dow Jones industrial average .DJI was off 58.69 points, or 0.64 percent, at 9,137.86.",The British Foreign Office said it had mediated the two men's release.,3.8
train,"Nine seconds later, it broke the sound barrier and continued its steep powered ascent.","""I came to Washington basically to establish relationships and make sure we are getting more federal money,"" Schwarzenegger said after one meeting.",4.667
train,"""Saddam is gone, but we want the (U.S.) occupation to end,"" said Hit resident Abu Qasim.","The most common side effects after getting the nasal spray were nasal congestion, runny nose, sore throat and cough.",4.733
train,"The nation's largest retailer has told its 100 top suppliers they have to start using electronic tags on all pallets of goods by Jan. 25, 2005.",HP fell to second place with server sales growing 0.4 percent to $2.9 billion.,2.0
train,"Swartz, indicted in February, had argued that New Hampshire was the wrong place to charge him.","On Sunday, a U.S. soldier was killed and another injured when a munitions dump they were guarding exploded in southern Iraq.",2.6
train,"By Sunday night, the fires had blackened 277,000 acres, hundreds of miles apart.","Corixa's stock barely flinched on the news, dipping 12 cents to close at $6.88.",3.2
train,"Still, he noted Miami must decide whether to seek ACC membership for the next school year by June 30 to adhere to Big East guidelines.","Several shots rang out Wednesday night, but no gators were killed then.",3.4
train,"Excluding the charges, analysts, on average, expected a loss of 11 cents a share.","""The average track error for the five-day (forecast) is 323 nautical miles.",4.0
train,They also found shortness was associated with a family history of hearing loss.,Klarman was charged with 16 counts of wire fraud.,3.8
train,"In a mixture of ancient pagan and modern Christian rites, the villagers have staged a series of ceremonies hoping to erase the misfortunes they believe have kept them poor.","The security personnel performed ``well within standards'' and the two staff aides were ``very sorry all this happened,'' Gainer said.",3.0
train,"""This has been a persistent problem that has not been solved,"" investigation board member Steven Wallace said.","To watch pay television, consumers would insert into the set a security card provided by their cable service.",2.25
train,"U.S. and European leaders pledged on Wednesday to work together to keep Iran from developing nuclear weapons, presenting a united front after months of bitter acrimony over Iraq.","Prices for Treasury securities also rose, with the yield on the benchmark 10-year note falling to 4.19 percent.",3.5
train,"Median household income declined 1.1 percent between 2001 and 2002 to $42,409, after accounting for inflation.","""The concrete barriers (between lanes) were being tossed around like feathers.""",3.75
train,AFTRA members approved the merger by a vote of 75.88% to 24.12%.,"The meat, poultry, butter, cheese and nuts were being stored by more than 100 wholesalers in Chicago.",3.6
train,"The report forecasts there will be 71,079 hot spots worldwide this year, up from just 14,752 in 2002 and 1,214 in 2001.","Mr. Mills declined to comment yesterday, saying that he never discussed personnel matters.",5.0
