ind,activity_label,ctx_a,ctx_b,ctx,endings,source_id,split,split_type,label
650,Making a sandwich,He then demonstrates how steam can be used too to loosen the wall paper. Then he begins to slowly peel off the paper from the wall.,the man,A woman is on the floor with a box. She demonstrates how to cut and fold the paper around the present. She tapes the present shut. she,"['only has one shoe left on.', 'walks away from the front desk.', 'continues buffing the right shoe.', 'observes his shiny shoes.']",activitynet~v_I6gc2AjcYOY,train,indomain,2
1324,Playing squash,"Two bodybuilder women are seated at a table. They are arm wrestling, vieing to win.",then,"The end of the road appears with the word ""paintball fails"" above it and pictures of paintball below it. The words ""friendly fire"" appear. a group of people","['walks into the next room of the room and takes off his shirt.', 'is sitting on a chair sitting.', ""moves into the picture behind the child who is playing the conga's and begins to dance."", 'is playing bagpipes in a room.']",activitynet~v_FLbTQGyoEMk,train,indomain,2
135,Starting a campfire,People are playing lacrosse on a field. They score a point into the net.,he,The skier going fast downhill is demonstrating how to turn and manage speed while going downhill. There are some people walking toward the ski mountain on a escalator. the skier,"['appears followed by more words explaining the name of the website.', 'appears and a different person tries to do the jump but he too hits the pole.', 'appears and one of the guys has the jump rope ready, he does super high jumps, but then the screen goes black, and another man is shown attempting to do the jump and does it in slow motion.', 'is shown with a website address and email apps.']",activitynet~v_AoRk69eieek,train,indomain,1
145,Playing congas,The video begins with an introduction to recipes in motion about quick spaghetti sauce. The video transitions into showing a ladle pouring the sauce onto noodles.,some white shredded food,We see an opening title screen. A person walks up stairs into a room and sees beer poured from a keg and people talking. people,"['paddle back and forth among the trees.', 'walking on the rafts have an underwater safety harness.', 'then get in the rafts and start rafting along the river.', 'are paddling through the water but they are stuck in one spot.']",activitynet~v_4CRacVTadPQ,train,indomain,2
541,Tai chi,A young man with a backpack is talking and walking through a station. There is a man sitting on the ground shining a shoe.,the girl,We see an opening title screen. Tools sit on a table and we see a person unpack a bike and assemble it. we,"['is seen jumping around all of the time in slow motion.', 'is shown performing similar gymnastics more often.', 'is shown in some sort of pose once again.', 'is shown doing aerial cartwheels.']",activitynet~v_BOckSaGr-uI,train,indomain,1
866,Smoking a cigarette,The girl then picks it up and begins to move more of her arms along with her legs and dances in a small area in the room while facing the camera.,ingredients,Men are standing in a large green field playing lacrosse. People is around the field watching the game. men,"['open, they start going and the in the back row looks scared.', 'open a cow starts running and the man on the horse chases after it with a tassel.', 'open, it begins to rain and the horse runs and jumps over obstacles.', 'suddenly open, he takes off running and jumps over the gate.']",activitynet~v_4vdclFJFrdk,train,indomain,0
193,Pole vault,A blonde woman is lying on a table as a tattoo artist is putting a design on her pelvis. She cringes in pain as he works.,more clips,They take the attachment hose off and vacuum the base boards and stairs. They take the filter out and empty it. they,"['with two older women are shown painting side by side with a picture of santa claus and a few items floating around in the background.', 'is demonstrating how to do an acrylic painting.', 'with three other girls is standing next to a table talking about the paint.', 'with channel 9 and female robots, remakes a process called paintball guns for entire alien cities in asia.']",activitynet~v_1OJa2iiFxfk,train,indomain,2
841,Wrapping presents,A young child is seen adjusting the camera and showing off her face.,he,A technician walks along a roof and sprays it using a wand attached to a hose. the man,"[', she begins to contour her entire face little by little patting it down as she goes along.', 'she reappears and touches her eyelids.', 'she pretends to dusty your eyes.', 'she repeats the process with her lips.']",activitynet~v_0UcBldDI0RA,train,indomain,2
194,Removing curlers,A small toddler is in the bathroom brushing his teeth.,a knife,A group of ladies passes. A lady falls and slides across the ground. Two ladies high five each other. three ladies,"['is helped by other cowboys while tying up the cattle.', 'walks away and others watch him out of the corner of their eye.', 'then plows through a field with the cattle and ties up the loose ends.', 'continues to ride the cattle around and ropes them while pulling them back out of the fence.']",activitynet~v_9WmsYbZl1pw,train,indomain,2
1544,Table soccer,The man in the blue shirt sits on the chair next to the sink. The other man begins washing his hair.,there,"The man and his family are in a backyard speaking to the camera. After he speaks, they cheer. The man and woman put on a tutu and blindfolds. they","['use a jar of propane oil.', 'wash the porch floor.', 'unplug the vacuum and put it in the closet.', 'take the vacuum out of the hose and toss it into a step vacuum.']",activitynet~v_7bUu05RIksU,train,indomain,1
759,Drinking beer,She begins to put eye shadow on her eyelids and rubbing it in. She adds eyelash extensions on her eyes.,the young man,"A group of boys are lined up, playing the drums. A couple of teams are inside the pool. they","['shovels the leaves out and dumps them on his lawn.', 'continues to rake the leaves while the camera fishes around for objects.', 'starting reading a newspaper, then looking down talking again at the paper while standing in the center a drum set in the yard.', 'puts his tools away in the shed and carries away a bag of leaves.']",activitynet~v_34NXXCSWyzE,train,indomain,1
206,Swimming,Several people lay in tubes in the snow. More people are standing around them. Eventually some of them go down the hill.,now there,A rustic static bike of wood is in a room. then,"['leaves and the two groups on stage speak.', 'stands back up and does a second dance routine together.', 'of people briefly arrives to the mats and kneel on the second row of the gym.', 'of group walk together up the stairs and through the exit doors together.']",activitynet~v_9DVsv84awMg,train,indomain,1
1220,Calf roping,A woman and man dancing provocatively outside of a restaurant.,the skier going fast downhill,"A man and a woman are sitting in two separate floating donuts, the man in the blue, the woman in the green, and both are smiling then the man raises his left arm to wave. a group of people","['is applying a coat of plaster on the bike.', 'turns it on and puts a catch into it.', 'tightens the holds on the handlebars.', 'takes the tarp off the bike.']",activitynet~v_HK9tOFFF5II,train,indomain,2
456,Playing congas,A close up of a fireplace is seen with the camera moving around the front.,the camera,A man is holding onto a bar as he is standing on a water ski. He is being pulled through the water by a motor boat. he,"['turns when arrives to the end of the hopscotch and continues hopping.', 'grabs a cookie and eat it.', 'moves forwards and backwards.', 'and another woman do cartwheels on the hopscotch.']",activitynet~v_2gc5VDx2xY8,train,indomain,3
260,Vacuuming floor,A man shoots an arrow with his bow.,the person,"A boy is skating in a parking lot. He does several moves, dancing and talking. the boy","['pile out of the car.', 'are shown sliding through water at high speed.', 'are standing around them.', 'come down the slope getting pulled by a big tube.']",activitynet~v_96HJ_LqNdkg,train,indomain,2
582,Plastering,Next an empty metallic pan is shown as someone pours oil and the vegetables into it. They then begin stirring the vegetables with the oil.,she,A blonde woman is lying on a table as a tattoo artist is putting a design on her pelvis. she,"['is then shown being spread onto the bread with a spoon and the meat, cheese and shredded white food is put onto the bread, topped with the other bread, and then sliced in half diagonally.', 'is mixed with an orange sandwich formed of toast.', 'is then sprinkled onto the clothing, including some curls on the ends of the bread and turned upside down to look it.', 'is placed into the white plates and then sticks under the hood of a car where it is heated and wraps around the bowl.']",activitynet~v_DG9-yffcXS4,train,indomain,3
29,Calf roping,"Two men walked over the football table, one man counted the dice on the side. The players twist and push and pull the poles as they play on the table.",we,Girls are talking to the camera. They are making hand motions as they talk. they,"['is placed onto a baked potato.', ', ls, and pickles are placed in the oven.', 'is poured into a midden.', 'is prepared then it is removed from the oven by a helper when done.']",activitynet~v_AbVuOBhG634,train,indomain,0
821,Rollerblading,Two bodybuilder women are seated at a table.,he,A man in a brown coat and hat is shoveling the snow from his driveway. Pictures of the man are being shown. the man,"['is now sitting in a green floating donut, still holding the mic, and still talking.', 'is talking as she is jumping in the snow and paints on molten orange.', 'then takes her feet off of the pie tray and sets it down beside the stack of cigarette butts and sings while she gets up to leave.', 'shows more videos of herself assembling and liting the donuts that ho goats and creates campfire articles and ad-zines as an animated reanimation animation replay.']",activitynet~v_EqqqGf4wLH0,train,indomain,1
833,Making a sandwich,A man is lifting a large weight over his head several times.,i,Ingredients are placed in a bowl. The man cracks an egg and whisks the ingredients in a bowl. a ladle,"['releases the rope that fell out and the calf rushes to get out of the hay.', 'ropes the calf up once more and throws it over his shoulder next to him.', 'then grabs his rope and rides out of the arena on his horse.', 'picks up another calf and begins swinging him around on his rope while the man is once again standing next to the man.']",activitynet~v_2gc5VDx2xY8,train,indomain,0
434,Making a sandwich,"As he frantically brushes, a woman comes to assist him as he points to different things on the counter. The young boy keeps brushing and then they end up switching tooth brushes.",an empty large clear bowl,A man in a long black wool coat scrapes ice off of a blue car's windshield while a woman in a black fur collared coat talks to him from the side of the car. a second woman,"['stops strumming and lays back on the drum set and then puts the drum stand back down.', 'walks up to the front of the drum set to position himself.', 'stands and talks to the camera while the various drums in the background bounce and mimic an orchestra.', 'stops playing and turns to the camera.']",activitynet~v_9BS1II6O7I0,train,indomain,2
786,Making a lemonade,The player in red continues to swing his racket in a front hand as he never fails to miss a single shot.,the video,A scenery of a residence is shown. a man,"[', he sanded the tabletop for an extremely long period of time.', ', he removes the glue from the table and cleans off the table surface.', ', he applies a stain to the table.', ', he decorates the table with a set of glistening aluminum plates and dinnerware.']",activitynet~v_3zDw5mwGIW0,train,indomain,2
389,Making a sandwich,A video of clipping a cats toenails is shown.,the woman,"Two men walked over the football table, one man counted the dice on the side. the players","['takes a third shot of an arrow on a target.', 'takes another one and shoots it.', 'walks over and sits to the side of the wooden table.', 'takes a third shot, and shoots a third arrow.']",activitynet~v_19SHLOheCmo,train,indomain,1
1561,Making a sandwich,A text introduction describing the event is shown.,she,A young lady with a grey jacket on is standing in front of a sink lathering her hands. she,"['paintball in a circle while the camera captures the paintball game, after a person drops an object.', 'play paintball on a darkened field, then the words appear.', 'once again play paintball on the field.', 'are posing in a gym with paintball guns.']",activitynet~v_02V8Hz-M6BM,train,indomain,3
505,Pole vault,She puts a mop rag into the bucket and puts it on her mop. She then lifts the bucket out of the room.,the lady,The man is now back at his starting point where he was originally standing and he's talking again. the special affect screen,"['wraps the toy in the tissue paper and tapes it shut.', 'places a box on top of the toy and separates the ribbon.', 'pulls the toy horn from a box to present.', 'spreads paper out in headband articles using scissors.']",activitynet~v_FiJi18WpPe8,train,indomain,3
891,Shoveling snow,"A horse is behind a yellow gate as a man sits on top holding a rope. The gate is opened, and a black calf comes running out into the field of dirt.",man in the bed,A woman in a yellow shirt is holding a bottle in her hand. she,"['is shown with an empty plate in front of it, along with some motionless vegetables.', 'appears with the two items are removed and the potato for the serving.', 'is shown as someone pours oil and the vegetables into it.', 'is shown, and a woman begins cutting into the vegetables and hitting them with a yellow knife.']",activitynet~v_FMUaey1tigI,train,indomain,2
940,Hopscotch,The man is crawling on the ground. He fills his gun with orange balls. A person walks up to the bag near the man.,first she,"They then begin stirring the vegetables with the oil. After this what other ingredients are added include tomatoes, spices and some type of liquid. everything","['performs a high jump off a pier into the water inside of a building.', 'also lifts a small yellow rope from his mouth after landing in a lake.', 'gets off the ramps, then he water skis again.', 'falls but recovers then lets go of the rope and drifts over to the shoreline.']",activitynet~v_-kuXhOsHAc4,train,indomain,1
422,Surfing,The skier going fast downhill is demonstrating how to turn and manage speed while going downhill. There are some people walking toward the ski mountain on a escalator.,he,"She begins to apply the hair things to her hair and combing it out, she starts to part her hair and put in curlers. she","['toss the women to the surface.', 'swim through a cave area.', 'are on boats carrying people on their backs getting ready to go.', 'walk down a hallway and pull on black lines.']",activitynet~v_0p3JN4KJsUs,train,indomain,2
675,Snatch,A man in a long black wool coat scrapes ice off of a blue car's windshield while a woman in a black fur collared coat talks to him from the side of the car.,eventually some of them,A young child is seen adjusting the camera and showing off her face. she,"['is then seen standing behind the guitar.', 'stands behind the guitar strumming an instrument.', 'is then seen singing into a microphone while still playing the guitar.', 'is then shown before playing and pausing right before the guitar.']",activitynet~v_7yg2zbiTJJ4,train,indomain,2
1129,Playing pool,A group of boys are playing a game of foosball with girls.,the woman,Three women are standing in a park in a field doing yoga. Man is running in the park behind the women. an old man,"['takes his turn speaking to the camera.', 'walks up hitting a birdie.', 'is seen standing ready on the other side in front of a large audience.', 'is holding the racket next to him.']",activitynet~v_2Tm_2wgv2Zs,train,indomain,2
1275,Playing congas,A woman is talking about how to make a salad.,the players,The couple spin multiple times while the audience cheers them on loudly. They continue performing their dance routine and several people on look using phones and cameras. the couple,"['goes to the bathroom with clips in her hair and gets out treatments and shampoos.', 'starts braiding her hair and then goes to her bedroom as if she has run away.', 'gets this big burl braid in her hair.', 'puts a croquet mallet through her hair and then combs it out, she twists the ball around.']",activitynet~v_CQvmcZSfyhI,train,indomain,2
423,Starting a campfire,Woman is standing in a field playing bagpipes. Woman is standing in the middle of a parking lot playing bag pipes.,they,A woman talks to the camera. the woman,"['appears to be experiencing a severe case of rastafmeets frustration.', 'looks down and shakes his head at the item that is missing from his brush of some ten million dollar item while the woman stands back to watch him.', 'keeps brushing and then they end up switching tooth brushes.', 'inspects a brush with robotic fingers and stands in front of his easel display trying to solve a rubix cube.']",activitynet~v_4vdclFJFrdk,train,indomain,3
937,Painting,Several people lay in tubes in the snow. More people are standing around them.,finally he,People are playing lacrosse on a field. they,"['throws the bow and goes after the man from earlier.', 'takes another shot of an arrow.', 'shoots an arrow while shocked.', 'points to the screen.']",activitynet~v_7vXt9RxeXWY,train,indomain,3
1528,Chopping wood,A mexican band is playing and singing. The camera does a closeup on each member.,a designated place and some rocks,"Afterwards, he does a light sanding of the table. With a tack rug, he removes the dust. Wearing gloves, he applies a stain to the table. finally","['then uses a sand shredder to clean off the yin dikate paint.', 'continues painting the canvas.', 'takes a flatter brush to demonstrate a dabbing technique with excess paint to show flower petals.', 'then smells the paint a final time while looking into the mirror and smiling at her work.']",activitynet~v_FCKkV9mYuI4,train,indomain,0
1126,Wrapping presents,A small group of men are seen riding around on various horses holding sticks in their hand and preparing for a game.,the man,A woman is drawing a hopscotch board on the ground in chalk. she,"['what other ingredients are added include tomatoes, spices and some type of liquid.', ', they enter the empty pan and add tomatoes, cucumbers and haberge.', ', the carrots are added to set upright.', ', they nod their heads in approval as they taste the potato.']",activitynet~v_9DVsv84awMg,train,indomain,3
64,Volleyball,The man prepares his arm as the other grabs his hand and he pretends to kick his head.,a group of people wearing white uniforms,The customer moves his right foot down and places his left foot on the stand and the man starts polishing the shoe. Two men on either side of the shoe shiner is observing the crowd. the shiner,"['then holds up jars and various food items and puts them in the bag next to her.', 'goes around and around while holding the bag up to the camera.', 'stuffs paper into the bag and ends by tying a bow on top.', 'continues putting items into the box herself while looking to the camera.']",activitynet~v_13vEnzRCKzo,train,indomain,3
454,Drinking beer,An introduction comes onto the screen for a video about how to ski.,the boy,We see a white opening screen. We see a man dunk a basketball wearing jump stilts. we,"['takes a magazine off the locker and takes a picture.', 'approaches the men and explains about bowling.', 'looks at the men.', 'takes a selfie and claps.']",activitynet~v_7VvcQNSAd24,train,indomain,0
307,Tumbling,We see an opening title screen. Tools sit on a table and we see a person unpack a bike and assemble it.,they,A man in a green shirt and green hat is holding a large knife. he,"[', the boy washes the toothpaste sweep over the sink with square toothbrush, after rinse with water.', 'other hallows toothpaste on the brush, but it sticks.', ', the boy rinse his mouth and then show teeth and dry mouth.', ', the boy flow the toothpaste into the toothbrush shortly after.']",activitynet~v_BshSmo_rRII,train,indomain,2
1448,Using parallel bars,Many people watch on the sides while the dealer deals out cards and the people place their chips in the middle.,a dj,A person is assembling a vacuum on the carpet. They plug the vacuum in. they,"[', the person adds the sugar again, and water puts to boiling water to boil.', ', the pot with the half, only half bowl of water and the two cup of water, to make cookies.', ', the person adds the lemonade to a jar and serves in a cup.', ', the person spread lemon slices to chop with a steel rod.']",activitynet~v_II3AiNrQ1uA,train,indomain,1
870,Shoveling snow,A second woman practices floor gymnastics. The two women are shown performing the same action in turn.,we,A band is seen playing several instruments on a stage while people dance around them. the band,"['paddle another ball onto the field and they take another shot at the ball.', 'are yelling and then the ball is hit towards the goal and deflected as the crowd cheers them on.', 'hit the ball back and forth showing the winner.', 'kick the ball back and forth and keep score after a point.']",activitynet~v_7bUu05RIksU,train,indomain,1
488,Painting,"The first woman is shown practicing more floor gymnastics, with occasional slow motion replays of her action.",a man in a brown coat and hat,A close up of a guitar is seen with a hand plucking the strings. a man,"['mounts a beam.', 'is seen outing the arrow and burning down the next yard.', 'walks towards the hay where the arrows have been shot.', 'stands and sits a chair.']",activitynet~v_5O1ttcUIUKk,train,indomain,1
868,Hurling,One person is shown doing a set of jump rope tricks. Two people are then shown doing more jump rope tricks.,he,It shows a picture of singer george michael too. There's a panel of people sitting in a studio talking about the event. they,"['pour some cream and oil over the area to form a dome.', 'wrap the bag up and put the lid on.', 'pour the entire cake onto the plate and hang it on a tree as they re done.', 'put the presents in the middle of the paper and try to start wrapping.']",activitynet~v_Fdjw9ld-hbA,train,indomain,2
900,Cleaning shoes,A man wearing ski goggles adjusts the camera. Several people are seen skiing down a steep slope.,"the title, tubotowels ,",A man and boy are outside on a driveway. they,"['float up and down the water while the camera captures images of the rafts interspersed with cheering.', 'move as the group continue riding on down the river covered with snow while laughing to the camera.', 'run back and fourth on the road while others walk by.', 'continue riding along the river on the tubes and the camera pans around the large group.']",activitynet~v_G1aYtrFJqUc,train,indomain,2
1035,Wrapping presents,A camera zooms in on a person playing guitar and leads into a man speaking.,the coach,The man is crawling on the ground. He fills his gun with orange balls. A person walks up to the bag near the man. the man,"['puts and object into a bag while pointing to a box next to her.', 'rips them all up and grabs more pieces of paper to wrap around the bag while looking to the camera.', 'ties a bow around her waist and shows off a pair of shoes.', 'then applies sunscreen to her skin and showing off to the camera.']",activitynet~v_DgVo1IAVrDM,train,indomain,3
279,Playing blackjack,A coach shows different leg stances to a student for playing badminton. The coach returns serves from the student using the racket during a practice drill.,another black screen,A man is seen standing in front of a mirror holding a razor. he,"['looks away from the camera and looks down at the sand.', 'hooks a loose thread onto a pole and pulls.', 'then begins drying the girls hair with water.', 'begins cutting the hair of the girl.']",activitynet~v_96HJ_LqNdkg,train,indomain,3
40,Rock-paper-scissors,He uses an electric clipper to groom the sideburns and the temples. He also trims the back and sides of his head with the clippers.,after,Two men wash a black suv with a pressure washing hose. Men wash a white car using hand towels. the business details,"['gets into a car to drive it.', 'uses a four wheeler to pull himself closer to a boulder.', 'has a stick and is putting a kite down on the ground.', 'is trying to roll around on a pair of inline skates.']",activitynet~v_-fMxoShIXiM,train,indomain,1
1056,Bathing dog,An intro leads into several shots of water steaming and a young woman swimming back and fourth in the water.,when he,"They are playing rock, paper scissors. A girl is laying on the ged as another girl puts her butt in her face. the girl","['ride, and passes the track.', 'open a bag hiding the bike, and show his work for the camera.', 'scratches roof of a bike to iron.', 'sits on the bike to pedal and then stands.']",activitynet~v_7kQ3JRkEQr0,train,indomain,3
1188,Getting a haircut,"A group of people are also on different colored floating donuts, playing, falling in the water and having a good time.",she,He also removes the window treatments from windows. He shows how to take precautionary measures with respect to electrical wiring and switches and circuits. then he,"['stands up and walks away as the cats claw claws grow longer.', 'ties up the cats claws.', 'finishes and pets the cat.', 'sprays something in her mouth and kisses the cat.']",activitynet~v_-bzI8_hCbWk,train,indomain,1
1030,Cleaning sink,"A woman talks on front a hopscotch. Then, the woman hops n the hopscotch while talking.",the young boy,A pair of tongs pull out a piece of meat from the pot and is placed onto a white square plate where it gets put onto a cutting board and gets thinly sliced with a large serrated knife. an empty large clear bowl,"['appears with white words and displays a sentence and the location.', 'appears showing the laying down of snow before blowing it off the car while still speaking to the camera.', 'appears with more text and then two men are shown trimming snow off of the snow of the car and driving it to a snow covered field and laying out snow on two tires as the car continues to snow covered.', 'shows up with a list of ingredients, and with the roads and such they put the light coating over the inside.']",activitynet~v_6ITE3hona-4,train,indomain,3
1037,Fixing bicycle,A dog is getting a bath outside.,the female,A man is seen speaking to the camera and leads into several people holding and shooting bows. the instructors,"['man on a horse is tied to a rope and the water skier takes off.', 'skier dives into the ocean, hitting a wave and reeling up immediately.', 'group of people hold a boat up to the dock as they raft down water like a child.', 'person water skis and does jumps over ramps in the water of a lake.']",activitynet~v_G4kjV4ulJzo,train,indomain,1
867,Volleyball,A woman talks on front a hopscotch.,she,A woman is seen sitting on sand next to a girl. the woman,"['begins and they stay in position to continue with their routines.', 'begins and they start doing hurkies, throwing each other in the air and holding each other up.', 'continues on to the springbok theme song.', 'begins and the girls gyrate and display their batons before jumping onto the mat and clapping.']",activitynet~v_-fMxoShIXiM,train,indomain,0
356,Playing lacrosse,A second woman begins wiping snow off of the car's windshield wipers while talking to the woman in the fur hooded coat.,a brown haired woman standing in a pile of floating donuts,There is plates of food in the sink. He empties the plates into a pot. He stirs everything in the pot together. he,"['wipes the shoe with a cloth.', 'is damaged, but it is shown shining as a gift.', 'stops for a second on the left shoe and trims the left ankle area.', 'fades as they move on to the next shoe.']",activitynet~v_9FAPy8NVDgY,train,indomain,0
836,Kneeling,A close up of a landscape is shown followed by a woman climbing up a rock on it's side.,after,He shows two aluminum plates that are joined together for demonstration purposes. He takes the nova rod and shows how he can weld the two pieces together. he,"['of the match, people shake hands tops, and the people hugging laugh.', 'of the puzzle the man instructs the person sitting on the couch who is gathering wood.', ', the young man solves the puzzle in less time than the previous times, he raises happy from his chair.', 'the older man grabs the microphone and the two sit down in conversation.']",activitynet~v_7yg2zbiTJJ4,train,indomain,0
872,Hopscotch,"A woman is standing outside, talking to the camera. She speaks extensively in her new york city location.",the women,We see blinds down on a window. A person is laying in a tattoo parlor being tattooed. we,"['batter is given to the batter.', 'is brought to a plate and spread on it.', 'pans off onto the floor.', 'is placed on a plate and syrup is poured on it.']",activitynet~v_0DEF7Mp7ZP4,train,indomain,2
573,Preparing pasta,"Another man in a yellow hoodie comes over. They begin the match, the man in the orange hoodie looks to be struggling.",next,The batter is fighing with the man and other people trye to calm him down. a lo of people wearing black unifroms,"['go back and forth checking for any dents or holes.', 'not only sit on the floor vacuuming in the spot set, they work on the stairs as well.', 'take the filter out and empty it.', 'move the vacuum up and down the wooden floors.']",activitynet~v_80spFFIdnC4,train,indomain,1
657,Kneeling,A person is getting their legs waxed on a table. They rub some lotion onto their legs after.,he,The woman then stands up and walks to a part of the roof where she lifts up a black shingle on the roof. the woman,"[', a screen appears with contact information.', ', she gives directions to a person on a black horse and a stationary bicycle.', 'she is shown smiling, and continues speaking.', ', she hugs the camera.']",activitynet~v_FujUrbL1qc0,train,indomain,1
1169,Washing hands,A man has a hookah in his mouth and he is inhaling smoke for a while. He takes the hookah out of his mouth and exhales letting out a bunch of smoke.,the man smoking cigarettes,A man and woman news reporter are sitting in front of a tv screen as they talk. They then show clips from an outdoor volleyball game. the team mates,"['lies down on the wrapping paper and cuts it.', 'sits next to a beautiful bald man.', 'starts wrapping the present the cake is placed on top.', 'demonstrates how to cut and fold the paper around the present.']",activitynet~v_I9wra8bj2sg,train,indomain,3
326,Paintball,"The woman is talking again and the next cookie she is shown making is called ""cookie snowballs"" and it shows all the ingredients needed, a list on how long to cook it for, and she's demonstrating step by step until it's all baked and on a plate next to the other cookies.",the people,"A purple onion, celery and parsley then get chopped up individually and each individually gets thrown into the bowl where it begins to get mixed by a whisk and then seasoned with salt and pepper and mixed some more. a finger","['dries her clothes and puts them in a tub.', 'lifts the towel up.', 'dries the towel with a white towel.', 'adds soap to a bucket and lays it out.']",activitynet~v_19SHLOheCmo,train,indomain,1
1265,Shoveling snow,Young children are seen jumping on a mat back and fourth while two older women watch them on the side.,when he,A man starts chopping a piece of wood with an ax. he,"['walks away while the other stands up and sets up a fight.', 'lies on the floor while a female sits down on his back while the owner holds his arms together.', 'then swings the other around hitting the ref and people cheering.', 'wins and then goes on to arm wrestle several more people.']",activitynet~v_-JqLjPz-07E,train,indomain,0
45,Kite flying,He begins welding the two plates of aluminum. Then he hits the plates with a hammer and scrubs off the dust.,the first girl,This man is shown standing on the roof saying a few words. then he,"['holds the rock up for a closer look and a person eventually comes along who is also climbing up and out to the other side.', 'continues climbing and ends with her reaching the top and throwing her arms up.', 'begins riding along in a tube and riding over areas that look rough.', 'crawls along the rock several times and ends by stretching on the ground.']",activitynet~v_-fMxoShIXiM,train,indomain,2
610,Archery,A man is holding onto a bar as he is standing on a water ski. He is being pulled through the water by a motor boat.,there,"Surfers are seen in the water, and people are walking with their surfboards. A group of women gather, and a praying mantis is seen. numerous surfers","['continues hitting the sides while a person watches on the side.', 'continues hitting moving his body throughout the gym creating a racket.', 'continues to hit the balls towards each other.', 'continuously hits the object back and fourth while looking to the camera.']",activitynet~v_0Z_mhRoqG2E,train,indomain,2
1282,Powerbocking,The man flips the pancakes. The pancake is placed on a plate and syrup is poured on it.,it,"The player in black misses one shot, but he immediately grabs the ball and they continue to play again. both the players","['are seen holding rudders and riding around in the water.', 'crash into each other.', 'are seen in the water, and people are walking with their surfboards.', 'crash into each other one after another in the water.']",activitynet~v_6ITE3hona-4,train,indomain,2
234,Table soccer,"A man stands, screaming loudly as he lifts a barbell. He lifts a weight above his head.",the special affect screen,A cowboy rides a horse out of a corral and enters into a fenced off area. The man rides his horse out of the fenced are and throws a rope around a cattle. the man,"[', the man takes off a package before putting on the bike.', ', the man starts to ride the wood cutting the wood using a sheer.', ', a man runs fast to change seats and performs tricks and stunts turning and changing seats.', ', a man pedal the bike while showing the handle.']",activitynet~v_-Xl95IW5H_s,train,indomain,2
30,Tai chi,Some crumpled newspaper and a lighter along with a bucket of water. A man begins demonstrating how to place the newspaper and twigs on top of that.,she,Several people lay in tubes in the snow. More people are standing around them. eventually some of them,"['drops the water faucet in the sink.', 'then walks over to the sink and smiles while shaking his wet hair.', 'turns on the water and gets out of the chair.', 'scrubs in the shampoo and then washes it off.']",activitynet~v_CQvmcZSfyhI,train,indomain,2
1127,Vacuuming floor,Then he begins to slowly peel off the paper from the wall. He re-wets the surface and uses a flat tool to remove any stubborn wall paper.,he,"With the use of a paintbrush, he covers the table with the liquid. He removes varnish from the top of the table. afterwards","['successfully lifts the bar on the ceiling.', 'moves from ballet step to ballet step.', 'is shown practicing more floor gymnastics, with occasional slow motion replays of her action.', 'finishes and jumps up and down happily.']",activitynet~v_5P-Xs2v6lis,train,indomain,1
69,Arm wrestling,"A close up is shown of an image on a cell phone. A male gymnast runs, flipping back and forth across a mat.",she,A man in a chef's coat is standing in a kitchen talking to the camera. A pancake is shown with syrup being poured on it. ingredients,"[""takes the pink top hat off and proceeds to shave the baby's legs with it."", 'takes out some leather handled brush and uses it to brush the shoe several times when she notices a flying toy kites flying in the sky.', 'shows how the item works and there is a child flaunting the ette still attached to a shoe.', 'wets a cloth with water and wipes the shoe off.']",activitynet~v_8klHUzPHtQw,train,indomain,0
1001,Trimming branches or hedges,The vegetables are places in a processor and pureed into a bowl. The mix is blended and put on the table to be served on the tortillas.,the lady,A man starts chopping a piece of wood with an ax. He picks the wood back up and throws it into a pile. he,"['returns serves from the instructor for a practice drill.', 'perform a press conference in the gym where the students continue to view the hit.', 'demonstrate how to use the racket after receiving the correct opportunity to return it.', 'show different moves and stances.']",activitynet~v_2zwUExKXw9s,train,indomain,0
540,Tai chi,A ad for premier packaging appears.,the students,A man stands by a pole vault rig while a series of vaulters is shown attempting the vault with varying degrees of success. A group of people wearing white uniforms walk by in the background. two people,"[', the young man solve the cube puzzle, then he stands on front an explain.', ', a man writes on a paper and shows the young man.', ', the young man solves a puzzle, then he stands on front a man.', ', the man break a cube and solve it by himself and the person by side.']",activitynet~v_8Tyu4-JnfDc,train,indomain,3
636,Archery,"A group of people play paintball on a grassy field with inflatable obstacles. The words ""stupid hopper"" appear. People once again play paintball on the field. The words ""1/3 lauf"" appear.",man,. a man in a brown coat and hat,"['are holding bowls full of fruits and vegetables growing in large puddles of water and a man wearing protective clothing is playing poker with other men.', 'shake hands with one another and hug friends and family.', 'shake hands after one return volley.', 'continue showing some of the girls how to play again as a new video is shown of dumbbells.']",activitynet~v_BNa85xIhNqA,train,indomain,3
382,Polishing shoes,A man riding a horse and swinging a rope around is seen chasing after a calf and eventually grabbing the animal with his rope.,we,A group of athletes row on canoes during a race in between buoys on a waterway. the men,"['comes up and they begin to play with the words "" la carta "" and "" la bike disco "".', 'comes up and the owner greet them.', 'is on the back of their shirts.', 'is mkjet rock band.']",activitynet~v_18k_K9cFFJg,train,indomain,0
