id,question,question_concept,choices,answerKey
cbfce67fb3a30f5e7a331181999b835f,"A gentleman is very wealthy and flaunts it, where does he likely live?",microphone boom,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['looking good', 'beauty', 'tardiness', 'handsomeness', 'neatness']}",E
a21240dbb4ec426a273f29867279675a,Where would you put a handle if you want to bring it with you?,rosebush,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['television', 'bus', 'email', 'web page', 'la ville']}",B
c12221a251d96e691753cfd3ac0b33c4,To prevent any glare during the big football game he made sure to clean the dust of his what?,head,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['music room', 'music store', 'music class', 'medium', 'house']}",A
86c59f14af97b33ec13edc6ec4389e31,"The whole family was playing cards, they were full of joy and what?",file,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['pool table', 'toy box', 'playroom', 'park', 'closet']}",E
b04a89af6e2dc68d9dfce42b23bf4286,What would children do if they are bored?,rich,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['earth', 'movie', 'party', 'served cold', 'freezer']}",B
db74d4777b797cb02ffeca40109dbf66,What is a sign that you might not be living soon?,attic,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['dance', 'getting drunk', 'meet new people', 'having fun', 'have fun']}",A
c5110c26095a92302cd28383126d8455,A person lived in my what?,possible,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['hair salon', 'hair of woman', 'barber shop', 'pincushion', ""woman's hair""]}",C
c9580b132b323906f0d51e7dc5b4ce29,"Of all the rooms in a house it was his favorite, the aromas always drew him to the what?",cabinets,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['liquidated', 'own resources', 'branch out', 'commit crime', 'game over']}",C
532d0f4930a53a1f634d5f4e88c9229d,Johnny sat on a bench and relaxed after doing a lot of work on his hobby.  Where is he?,person,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['empathy', 'anxiety', 'knowlege', 'falling down', 'hear things']}",C
42ee6c3a7d3a1a3ae4a925caa63f2a29,You can read a magazine where while waiting for your transportation on rails to arrive?,going to party,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['reality', 'imagination', 'dreamworker', 'nightmare', 'awake']}",D
7c22c55993fccd4c7d3c4d1f97bfff7e,"If you're speaking to a lawyer about getting a divorce, what relationship status are you trying to end?",senior,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['sneezing', 'fatigue', 'house clean', 'feeling satisfied', 'getting good grades']}",B
e8a8462d39a914297c7f6aa163bfefd8,"The sample needed to be pure, but the lab assistant got it what?",county highway,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['harder', 'anguish', 'bitterness', 'tears', 'sadness']}",B
d227f28c9490843fb225fcf4c7904ba9,What is important in a car when you are driving fast and come to a light?,having fun,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['ditch', 'shop', 'north america', 'pet shops', 'outdoors']}",D
126fcd9a539ac8237f82863df295108e,What type of home is most likely to have an attic filled with historical items?,sporting goods store,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['front door', 'conference', 'classroom', 'refrigerator', 'suitcase']}",A
f25e636cdce825df2424c6a15df9a3d7,Where do people find bills with bread?,cow,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['supermarket', 'motel', 'at hotel', 'shampoo bottle', 'hair salon']}",A
d8116df8f95b8d1a4891a3bcbc1a7d4d,What has a master of their craft done about that craft?,buying products,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['blank', 'sparse', 'thin', 'clear', 'free flowing']}",C
68b13a7a996a07b8ea6731349d9348a4,How does a flea locomote?,competing,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['aquarium', 'mediterranean sea', 'south pacific', 'pool hall', 'pacific ocean']}",A
9b54283999001e13a8a43d3e2a1c392b,If you have trouble beginning work you're suffering from what?,large container,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['buy athletic equipment', 'city', 'espn', 'town', 'jerseys']}",A
c8b18acf8e95172ff79b0a837e9369f3,Where could a fungus grow and not be disturbed by sunlight?,army,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['build family together', 'fall in love', 'make love', 'complete', 'distance themselves']}",A
c2d67f7fc8ee1847db4b7ee804a55209,What common chemical reaction is often used as a heat source?,instituting civil action,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['maine', 'boston', 'beach town', 'coastal cities', 'ocean']}",A
6f18c3f29d65c51e1f4a79cc291b8a96,Janet knew she was dying from her injuries because she could feel herself doing what?,canned goods,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['damage', 'cloud mind', 'lower i.q', 'cause illness', 'cause accidents']}",A
8e3dfa1aa4cee48a75da9fcb203e754f,"while luck plays a big role, every person who is great at something has focus and what to it?",shark,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['water cooler', 'opera', 'hospital', 'hockey game', 'beach']}",A
5fb1435d9c3b6181fd52f76be92b2aa4,What place is not interesting to children?,playing games,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['poor', 'sleepy', 'plain', 'needy', 'homeless']}",B
9a048000d8616b5f5db61e6c929c5d52,Turkey is a nation in what part of the world?,telephone booth,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['swim', 'jog', 'excercise', 'work out', 'rock climb']}",E
1920e87f7445e9c82137012d57d7a947,If you tell you boss your suffering from boredom they'll likely tell you to get back to what?,bill,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['walk', 'lay down', 'working', 'moving', 'exercise']}",B
02e821a3e53cb320790950aab4489e85,"In the movie a fragile man is causing accidents, his hope is to find a person opposite of him who is what?",talking,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['suicide', 'overdosing', 'sadness', 'murder', 'cyanide']}",E
3b89715f4acd06c75dbb03632fe278d8,What European country is famous for its potato industry?,level,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['injury', 'death', 'playing uno', 'coma', 'falling down']}",E
98271e0826e61225312803264c1b5c79,What is a great place to lay in the sun?,old clothes,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['netherlands', 'utrecht', 'brussels', 'belgium', 'denmark']}",D
fa2f471d6215f07c68fd24a6d6072279,"The delivery man was delivering a whole crate of shampoo, they went through a lot of it at the what?",blood,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['new york', 'whorehouse', 'street corner', 'corner of two streets', 'brother']}",D
a44cc2c197ee40acd0eae09e4e1f5cc2,"If you aren't glad, unhappy or gloomy, what illness may you have?",canal,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['sickness', 'motion sickness', 'relocation', 'jet lag', 'fatigue']}",E
a1ffc07c4d11a255d045df4ee3ca0f2d,"The old barn was beyond repair, they had to destroy it before they could what a new one?",listening to music,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['toy store', 'basement', 'school', 'rest area', 'building']}",B
e6766a66f8d326bf00fbf628a0e4ef24,"The skin was cut while chopping onions, where was this skin likely cut?",dollar,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['fire', 'belong to', 'winter storm', 'face south', 'burn down']}",B
30295d0b6555ce0ce93d6d8d203fa3e9,How is someone who loves their TV likely to feel about their remote?,camper,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['cursive writing', 'hand writing', 'store bought', 'online media', 'hand written']}",C
8c157adc2027737cefb4ee0d6c9836d6,Where will a native lemur be found?,commit suicide,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['carpet', 'refrigerator', 'breadbox', 'fridge', 'coach']}",B
6cf454a0c090977244f9230f1f378101,Why is this person not listening to music?,grill,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['soccer game', 'capillaries', 'ball', 'animals', 'person']}",B
1c16c914f3e9e99c678d6f1ec30194a8,"If you aren't experiencing curiosity and want to ensure viewing enjoyment, what may you watch?",money,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['death', 'coma', 'peace', 'forgetfulness', 'loss of life']}",B
901dc43313a51b67a0bdff75b4415a49,"The little girl was raised selfish, she didn't even care when she was doing what?",fox,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['in cinema', 'at the park', 'martorell', 'jeep', 'airplane']}",B
5fed6d8e79458a77fafccc77c5430166,What might be the result of a season of successful skiing?,shop,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['open meadow', 'arctic tundra', 'beach', 'great outdoors', 'england']}",C
396f656f502dbb970e05718dddb66e98,At the end of your meal what will a waiter do?,person,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['fresh smell', 'good credit', 'smooth skin', 'fresh produce', 'headache']}",C
a7c9d4f6be3bb973c4ebecb1e841b3ac,A shower is an expected amenity when you reserve a what?,cow,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['good health', 'finger', 'meat', 'body', 'own family']}",A
6e2a23424a446d3b2207dbb735df4087,"Having a car in the city seemed to be more trouble than it was worth, the man still had to walk to and from the what after commuting?",lizard,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['large city', 'strip mall', 'building', 'shopping mall', 'aquarium']}",B
27ee4f91b79f433455352135cf5f1201,"The person is laying on the beach, why would he do that?",stool,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['big house', 'nursery school', 'preschool', 'building', 'retirement home']}",A
b18afff8078a6baa334b8bfb21db8624,Where could you find some large pieces of paper that are not for sale?,buying products,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['jail', 'internet cafe', ""blacksmith's shop"", 'building', 'bar']}",C
4840397382c65294f9f1505cd5845799,"He had a hard time finding the room on his schedule, it was on the second floor and he got lost in the very large what?",beaver,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['exhilaration', 'dismemberment', 'spinal injuries', 'getting wet', 'splats']}",E
1a6d05487564a060d9636c28f3ad0f87,What do people in the same family often share?,plain,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['age grieving person', 'heart attacks', 'depression', 'hair loss', 'headache']}",B
5e1bac631f83c6e31cf25b05420df1aa,"If I screw a chain ring onto something, what am I fixing?",rest,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['alive', 'health', 'fun', 'playing dead', 'black']}",B
f5c9664c9930b704f2724fbd617bee9d,"The fat man refused to accept what was possible, he complained that he what the simplest activities?",bassoon,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['restaurant', 'basement', 'all buildings', 'carpet', 'synagogue']}",B
426b4d98b3be2bba2da369201df57b93,Where would I put a rosebush if I did not have any containers to store it in?,watching television,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['morning person', 'early bird', 'lark', 'early riser', 'rooster']}",A
e4baa35141c32c0f15b5a58210e66480,Someone who is awake is likely to know what's going on because they are this?,lip,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['look beautiful', 'be happy', 'change quickly', 'occur here', 'surprise us']}",A
16699879d1f1b67f1664e78324cadd65,Sitting to close while watching TV can cause what sort of pain?,first violin,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['hang up', 'respond', 'contact', 'answer', 'attracting ducks']}",A
42c6db1afb1944f0b91e34e5b236b693,"The priest pushed for more orthodox behavior, what kind of behavior was he trying to stop?",flea,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['fridge', 'a classroom', 'envelope', 'medical chart', 'sheet music']}",C
d4fc07e02f2bc0492f67eb96af10538b,"Though he could've kept going his body appreciated the rest, it had been constantly what during the day?",communicating,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['music store', 'orchestra', 'jazz band', 'rock band', 'music studio']}",A
a69bd1bf3c06a233d696a00d71a9db36,"The man was cleaning clothes for his date, what was he looking to achieve?",waiter,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['train station', 'baseball stadium', 'lottery', 'movie', 'bus']}",C
8bf8c8597dfc5e8ec72b486541338e33,How might a person address someone who is leaving?,people,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['near', 'closeness', 'here', 'proximity', 'this']}",D
a101c1e16d7a981e4b45bf7877331e9a,What is the only was to recover from exhaustion?,bald eagle,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['demonstration', 'garage', 'building', 'barn', 'synagogue']}",C
ec04ac5d04632b2dca0e730ee50ca78a_1,"The lady was getting worked up about the article explaining the uptick in accidents in their area, but her husband was dismissive of it stating that accidents what?",projectile,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['football stadium', 'laboratory', 'baseball stadium', 'pharmacy', 'soccer game']}",C
faa6284c877b6971ef7c1c0e2eed55f3,"I'm looking for alcohol and fried foods, any suggestions?",walking,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['illinois', 'woods', 'new york', 'indiana', ""farmer's market""]}",E
cae61908c731d4a20889e04c3e784ebe,What group of musicians will include someone playing the cello?,toothpick,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['town', 'at hotel', 'mall', 'business sector', 'yellow pages']}",C
86ba68d1d1eee1e96b9c91e647b683ff,To locate a choker not located in a jewelry box or boutique where would you go?,distance,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['fort', 'orphans', 'battlefield', 'other countries', 'war']}",C
8f94e2afc2456142d50a8e76bb4f2ba7,"The drug kingpin told his man to run errands, this was code to go to all the dealers to do what they had?",playing tennis,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['improve yourself', 'become knowledgeable', 'have tools', 'persistence', 'have more knowledge']}",B
86ca5b66f3edd3ba38f117dd2c2cc1b2,"The other passengers on the bus were quite loud, so he put on his headphones to relax and what?",toll road,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['burned', 'polished', 'carved', 'composted', 'nailed']}",D
dd9aa8db8082a1c744f3e29b506d433e,"He was a very sharp engineer, but when it came to the details his calculations could were often what?",stress,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['cafeteria', 'arranging papers', 'in the park', 'formal dining room', 'house']}",D
a662c9971a497d601c5be888670d10ae,What does a master carpenter use to put holes in objects?,light,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['towed', 'accidents', 'driving', 'getting tired', 'ticket']}",C
8558b1ac797ef33603f0282b6f48ec11,What is done to wood to attach something to it?,master,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['static', 'train of thought.', 'progress', 'transfer of information', 'collaboration']}",E
e7597fcdf83b8699cb72e8be21a8ccc4,What do rich people like in terms of bagels?,indian ocean,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['dress herself', 'shower', 'dress himself', 'drink beer', 'drive train']}",A
d40f27c20fe7b78c4eed93f3236e5e27,The master control for the Tardis is where in the main room?,sun,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['active', 'hunger', 'in motion', 'wakefulness', 'lay down']}",A
c069068d43d4121fc6109d97b8ba95fb,Where can peanut butter be stored?,shampoo,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['tired feet', 'gaining knowledge', 'back pain', 'being bored', 'pondering']}",A
9a2a94207d01eae356a632638c708505,"If you're betting with a shark, where are you likely playing?",gentleman,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['raise corn', 'seed plants', 'grow plants', 'seed crops', 'farm land']}",B
1bca9774955d7e794a6e48ffcf95e728,Jimmy wanted a beer but his wife was an alcoholic on probation.  Where might he go?,alcohol,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['garbage can', 'military', 'jewelry store', 'safe', 'airport']}",E
0207126210b7d3c65da2f62b175e0e99,Where must one wear a white shoe?,back,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['briefcase', 'coffee cup', 'carry object', 'frying pan', 'on a hat']}",E
61db8bfe6897f7e9c94ca01f18b81247,Where would you get a bag after someone fills it with clothes?,washing hands,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['no go', 'unlikely', 'unable', 'cant do', 'impossibility']}",C
a352ca88cd2f2a166b81695a024aef6f,What cuisine is joked about eating small dogs?,printer,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['restaurant', 'congress', 'envelope', 'mail box', 'cheese store']}",A
5f1b5f7b8cba3d315e96435bb4720135,"The only baggage the woman checked was a drawstring bag, where was she heading with it?",expressing yourself,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['too much', 'act dead', 'die', 'rush', 'explode']}",A
bfd14dedb440ae1c266c61aa22960778,When you play around with your dog they will have?,listening,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['slender', 'free flowing', 'sparse', 'unacquainted', 'diet']}",C
35cb4c0687c17933114b02377f6c77d6,Where are floors kept clean for holy purposes?,playing cards,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['strip club', 'pocket', 'millpond', 'ontario', 'lake or river']}",A
75ca0cb4e5e4ff188fcf7aa2c8af58fb,"What chore might a child have to do after breakfast, before getting on the bus?",people,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['hatred', 'surprised', 'compliments', 'dedication', 'solutions']}",A
fa01c3b02ef685da10246088861f8e1b,What is not a safe way to transport jewelry on vacation?,fox,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['middle east', 'palace', 'dictionary', 'pots', 'apartment']}",A
6b819727eb8a670df26a7ffad036c119,"Before getting a divorce, what did the wife feel who was doing all the work?",eyepiece,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['anger', 'not boredom', 'stress', 'boredom', 'anxiety']}",D
586f0c1a627e0199a2e07b77e729f4dc,Why might a person go to get counseling?,metal rod,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['pointed', 'bright', 'easy', 'clear', 'acute angled']}",A
748842cda8d355f5511d23d7f7a7bb67,"The fox walked from the city into the forest, what was it looking for?",exercising,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['kick the bucket', 'mortal', 'dead', 'can die', 'dying']}",C
f35128ce82c006de5f73efdd0f9cca06,What state is the John Davis  Lodge toll road found in?,stopping being married to,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['opera', 'supermarket', 'building', 'conference', 'apartment']}",E
df7861813910ae204c3bd0b3c16fe5d9,Lindy was a senior.  He lived with his children because he didn't want to go where?,ticket booth,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['high school gymnasium', 'city', 'park', 'use', 'los angeles']}",D
d7d0e9fa38ac40f6db7df30490df2a93,Where is known to always have snow?,spoon,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['growing older', 'reproducing', 'shuddering', 'perspiration', 'palpitations']}",E
1c6276430327d4bd9d1574f7a0ee7279,Where is likely to have a lot of fire extinguishers?,exercise,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['dream', 'fiddle', 'watch film', 'see new', 'work']}",B
6efbe0725841b961848b6935fe67a471,"The game promised it was free, but the child's parents soon found themselves doing what for microtransactions?",potato,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['present', 'stay here', 'closer', 'available', 'come here']}",D
060a29ea956bac3a63edb3b14d13e17b,"Jamie wanted to reduce her waist size, but all of her efforts failed miserably.  She continued to do what?",highway,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['michigan', 'map', 'american city', 'rest stops', 'country']}",B
5ce460f91deb51a4a75f27b02055400f,What is a person chatting with friends likely hoping to accomplish?,standing in queue,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['examine thing', 'stare into a mirror', 'go somewhere', 'hear news', 'see favorite show']}",A
e97a7b91a1ca85f362c42e04c983fc2a,Where do bees congregate with red flowerS?,air,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['georgia', 'the south pole', 'kitchen cupboard', 'italian restaurant', 'boil eggs']}",C
80f8afc17b5b5915a327240db8bc2a52,"The cow would come outside even after the storm had passed, it wouldn't leave the what?",listening to music,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['drill', 'learn', 'require obedience', 'understand', 'spoon']}",B
d829cc86312173f28b877987ae87fd7c,If done correctly grooming pet's nails generally does not cause this?,person,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['increased energy', 'healthier', 'loose skin', 'beauty', 'death']}",D
38803891b0daa4025b532e33fa99f5fd,What could a massive building be if it is not constructed well?,meeting people,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['wedding', 'tennis', 'closet', 'left foot', 'house']}",B
0d67888163f77fe74d5f0b591e80f6c2,The rowdy frat boys shouted they would have fun and do what tonight?,plant,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['automobile accidents', 'backache', 'eye strain', 'getting tired', 'car crash']}",A
e63b2dd1db7e1bd707956a41d3d2a83c,What could you add a line to?,breathing fresh air,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['kitchen', ""child's hand"", 'street', 'toy store', 'soccer game']}",C
5208880ea3b34d2de7ab59aedf499225,Where would one find a shopping bag for packing groceries?,master bedroom,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['walmart', 'white house', 'country', 'corporation', 'government']}",E
6874cbf68869d5482b719778f85b09a5,"The person knew the police were after him, so what did he do?",potato,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['park', 'coloring book', 'garden center', 'math problem', 'gravity']}",A
b2e81809ec3b362fe74ee3ffcabcfdb2,"If I am a person, I have a unique ability to do what?",people,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['cabinet', 'pantry', 'kitchen', 'cupboard', 'shelf']}",E
dff0e9959fcbbe48b43e62156248a553,The child pounded his mitt in excitement while enjoying his first game in the bleachers where?,balloon,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['winners and losers', 'perform better', 'might win', 'losses', 'enemies']}",E
9161571d68412336178789272c24de36,"After eating a dinner of uncooked chicken, what was felt by the poor man?",science,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['happiness', 'pleasure', 'happy', 'grief', 'isolation']}",D
fa93aa6136d2592a0dba24e72cc78f20,"There's a lot to reproducing, but it begins and end with new life by giving what?",immortality,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['attached', 'nostalgic', 'companionable', 'likely', 'close']}",D
a761edb5bcd7ba65469c728120d784b0,What happens when someone is playing too aggressively?,fountain pen,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['pain', 'mudslide', 'sweating', 'injuries', 'rain']}",B
9d4ba0de43138f1c11fe743fdeec3711,What would a document be if it is not obtuse?,happiness,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['florida', 'basement', 'sink', 'beach', 'fountain']}",A
af06700e92572a00e5f177fd07403ede,what do you do before going to party?,going to play,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['farmland', 'neighborhood', 'city', 'property', 'subdivision']}",D
2060c15ad927d63db327f6277abee731,Glass that hasn't been treated to be extra strong is what?,virus,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['top of home', 'older houses', 'victorian house', 'own home', 'material']}",C
1849cd3efcd63552fb823d5718a0e3ca,Where will a bullet projectile be found during a war?,surprising,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['ruined', 'clean clothes', 'sadness', 'attractive appearance', 'look better']}",B
3038b4367f8e9612f913984c65e240f9,"I'm at a restaurant ans want a glass of milk, how do I find out if they serve that?",pizzeria,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['united states', 'mexico', 'countryside', 'atlas', 'oceans']}",C
41b0bc7be2263004035a8182af27662f,Sam found a giant hole in the plain.  What might this hole be called?,all humans,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['break easily', 'shattering', 'melt', 'bend', 'hold water']}",E
4bc34224aaa443baad6ccae86e11f3ab,Where do you buy tickets at a ticket booth for games/,fungus,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['undestroyable', 'unbreakable', 'indestructible', 'durable', 'invisible']}",A
053cf211b1d127fd8367a6b525a9b5d1,Where would you expect to find a pizzeria while shopping?,forth,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['shirt pocket', ""calligrapher's hand"", 'inkwell', 'desk drawer', 'blotter']}",D
ffb12644111a2dafcf8046dd9e3d90c7,"The shore was now a tourist attraction with nearby little shops, but at one time this what was home to a bustling fishing industry?",boredom,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['knife wounds', 'buy a gun', 'bleeding', 'jail time', 'law suit']}",A
6b2fb7c2129402ebcb82add2e6786eee,What is a good result of jogging?,garden,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['school', 'office building', 'house', 'hotel', 'centre']}",A
4595eae0857e01310adf19cbc138ea7c,"i like to examine different things,why do books the chapters on the back",glass,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['indiana', 'england', 'outside', 'on the wall', 'picture']}",C
af602ff4c6b62274a6ee77fc4469d033,Stanley had a dream that was very vivid and scary. He had trouble telling it from what?,grooming,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['learning', 'fatigue', 'mercy', 'empathy', 'anxiety']}",B
8925c36be89c1dac1895bfcaa00af669,James felt himself losing consciousness.  He was frightened.  He didn't want this.  He was scared of what?,cars,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['in the basement', 'west', 'solar system', 'beach', 'beans']}",B
ae139930c36b24e69072739efb56b8f6,What will telling many people about an embarrassing situation lead to?,fragile,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['finish line', 'broken bones', 'broken legs', 'chapped lips', 'healthy body']}",B
3d0f8824ea83ddcc9ab03055658b89d3,What makes people happy when it is surprising and unexpected?,wood,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['health center', 'vagina', 'emergency room', 'drawer', 'medicine cabinet']}",C
1e06fa0be2757295aaa214bd94484581,Which entrance would you use if you do not want to use the back entrance?,soccer field,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['boredom', 'patience', 'time', 'teachers', 'inspiration']}",C
f024f923d78e5c0a4c0c4baa3ddccf05,In the middle of the day what will someone do because of being hungry?,jackson,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['use soap', 'irritation', 'cleanliness', 'thinking', 'wet towel']}",A
64539b804a1bc60aeaa08445a4a73e56,Where are you likely to find a professional prostitute?,person,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['throw things', 'play sports', 'play games', 'play ball', 'play chess']}",C
e539f3d55509e93558373042bb1e3ed4,What is a mobile launching platform found in the ocean?,becoming inebriated,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['compliments', 'understand themselves', 'life partner', 'second chances', 'larger house']}",E
5a953b5fb26f1614640574f65410e8b0,"If you are fiddling through a music book when you should be playing, you probably dont have?",person,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['winning', 'entertainment', 'happiness', 'cheating', 'relaxation']}",A
ec21d80a4d83e6a64f334e8a387892d7,What is a person who is well educated?,waiting for,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['farm', 'business district', 'car', 'amusement park', 'urban area']}",C
d21b0ce1c1792f1cdf920a81f9f5ee96,Behind what small door are canned goods usually kept in?,machine,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['bite', 'lie down', 'keep alive', 'need to eat', 'go to sleep']}",C
61fe6e879ff18686d7552425a36344c8,Where do most people keep their curling iron stored?,ball,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['desk drawer', 'desktop', 'office', 'wristwatch', 'city hall']}",E
