model,date,question,type,category,subcategory,query_type,frequency,base_q_template,variation_type,answer,prompt_type,response,timestamp,placeholders,pre_prompt_q,base_q_template_hash,pre_prompt_q_hash,prompt_type_hash
claude-3-5-sonnet,2024-09-22,Adam bought 3 kilograms of nuts and 2.5 kilograms of dried fruits at a store. One kilogram of nuts costs $12 and one kilogram of dried fruit costs $8. How much did his purchases cost?,baseline,GSM8K_multiple_choice,none,question,daily,Stella and Twinkle are filling up a truck with a capacity of 6000 stone blocks at the rate of 250 blocks per hour per person. They work for four hours and are then joined by 6 other people who also work at the same rate. How many hours did filling the truck take?,none,"For the nuts Adam paid 3 * $12 = $<<3*12=36>>36.
And for dried fruits Adam paid 2.5 * $8 = $<<2.5*8=20>>20.
So in total for his purchases Adam paid $36 + $20 = $<<36+20=56>>56.
#### 56",none,"To solve this problem:

1. Convert pints to cups:
   1 pint = 2 cups

2. Calculate Elijah's coffee consumption:
   8.5 pints × 2 = 17 cups

3. Calculate Emilio's water consumption:
   9.5 pints × 2 = 19 cups

4. Sum up the total cups:
   17 cups + 19 cups = 36 cups

Therefore, Elijah and Emilio drank a total of 36 cups of liquid yesterday.",2024-09-09 02:35:48.343715668,{},Elijah drank 8.5 pints of coffee yesterday. Emilio drank 9.5 pints of water yesterday. How many cups of liquid did the two boys drink yesterday?,f26363ac575c68849485cb2e738eb118a9589524b9c9f6bfbb772a03e586d78e,a4280a44b48ddc8dc98a17a727170cf8d329ed49d9ec775f7072840f62fe75e6,140bedbf9c3f6d56a9846d2ba7088798683f4da0c248231336e6a05679e4fdfe
claude-3-5-sonnet,2024-10-24,Elijah drank 8.5 pints of coffee yesterday. Emilio drank 9.5 pints of water yesterday. How many cups of liquid did the two boys drink yesterday?,baseline,GSM8K_multiple_choice,none,question,daily,"The number of goals scored in a game against Barca by exactly two players last season accounts for 20% of all goals scored in the league. If the players scored an equal number of goals, and the total number of goals scored in the league against Barca that season is 300, calculate the number of goals each of the two players scored.",none,"Total drunk: 8.5 + 9.5 = <<8.5+9.5=18>>18 pints
18 pints * 2 = <<18*2=36>>36 cups
The two boys drank a total of 36 cups of liquid yesterday.
#### 36",none,"To solve this:
1. Calculate carton volume: 4 x 4 x 5 = 80 cubic inches
2. Calculate shipping box volume: 20 x 20 x 20 = 8000 cubic inches
3. Divide shipping box volume by carton volume: 8000 / 80 = 100 cartons per shipping box
4. Multiply cartons by widgets per carton: 100 x 3 = 300 widgets

Therefore, 300 widgets are shipped in each shipping box.",2024-09-11 02:11:57.231916428,{},James has to refuel his plane.  It used to cost $200 to refill the tank.  He got an extra tank to double fuel capacity.  Fuel prices also went up by 20%.  How much does he pay now for fuel?,09c017405e7219b65a12be2ac28b81018429c796222252555c4a3713f6be7a62,141147c8cb0c0c9c1838481b2cc4a6f44f5199c9a6b265d88dfa95b55ea82226,140bedbf9c3f6d56a9846d2ba7088798683f4da0c248231336e6a05679e4fdfe
claude-3-5-sonnet,2024-10-11,"Doris works at the Widget Factory in the packing department. She puts 3 widgets in each carton, which are 4 inches wide, 4 inches long, and 5 inches tall. She then packs those cartons into a shipping box before sending it to the loading bay. The shipping boxes are 20 inches wide, 20 inches long, and 20 inches high. How many widgets get shipped in each shipping box?",baseline,GSM8K_multiple_choice,none,question,weekly,"Johns goes to the gym 3 times a week.  He spends 1 hour each day lifting weight. Additionally, he also spends a third of his weightlifting time warming up and doing cardio each day.  How many hours does he spend at the gym a week?",none,"Each carton has an area of 4*4*5 = <<4*4*5=80>>80 square inches.
Each shipping box has an area of 20*20*20 = <<20*20*20=8000>>8000 square inches
The total number of cartons that will fit into each box is 8000/80 = <<8000/80=100>>100
Since there are 3 widgets in each carton, the total number of cartons in each box will be 3*100 = <<3*100=300>>300
#### 300",none,"To solve this:
1. Stella and Twinkle work for 4 hours:
   2 people × 250 blocks/hour × 4 hours = 2000 blocks

2. Remaining blocks: 6000 - 2000 = 4000 blocks

3. After 4 hours, 8 people are working:
   8 people × 250 blocks/hour = 2000 blocks/hour

4. Time to fill remaining:
   4000 blocks ÷ 2000 blocks/hour =",2024-09-20 02:15:20.834460735,{},Every day Tom drinks 5 12-oz cans of soda plus 64 ounces of water. How many ounces of fluid does he drink a week?,141147c8cb0c0c9c1838481b2cc4a6f44f5199c9a6b265d88dfa95b55ea82226,141147c8cb0c0c9c1838481b2cc4a6f44f5199c9a6b265d88dfa95b55ea82226,140bedbf9c3f6d56a9846d2ba7088798683f4da0c248231336e6a05679e4fdfe
claude-3-5-sonnet,2024-10-03,"Doris works at the Widget Factory in the packing department. She puts 3 widgets in each carton, which are 4 inches wide, 4 inches long, and 5 inches tall. She then packs those cartons into a shipping box before sending it to the loading bay. The shipping boxes are 20 inches wide, 20 inches long, and 20 inches high. How many widgets get shipped in each shipping box?",baseline,GSM8K_multiple_choice,none,question,daily,Every day Tom drinks 5 12-oz cans of soda plus 64 ounces of water. How many ounces of fluid does he drink a week?,none,"Stella and Twinkle filled up the truck at the rate of 250 blocks per hour per person, a total of 2*250 = <<250*2=500>>500 blocks per hour for both.
After working for four hours, Stella and Twinkle had filled 4*500 = <<4*500=2000>>2000 blocks into the truck.
The number of blocks they had to put into the truck for it to be full is 6000-2000 = <<6000-2000=4000>>4000
When 6 more people joined Stella and Twinkle, a total of 2+6 = <<2+6=8>>8 people were filling the truck now.
Working at the rate of 250 blocks per person, the eight people filled the truck with 250*8 = <<250*8=2000>>2000 blocks in one hour.
If there were 4000 blocks that still needed to be put into the truck, the 8 people took 4000/2000 = <<4000/2000=2>>2 hours to fill the truck with the blocks.
The total time it took to fill up the tank is 4+2 = <<4+2=6>>6 hours.
#### 6",none,"To solve this:
1. Calculate carton volume: 4 x 4 x 5 = 80 cubic inches
2. Calculate shipping box volume: 20 x 20 x 20 = 8000 cubic inches
3. Divide shipping box volume by carton volume: 8000 / 80 = 100 cartons per shipping box
4. Multiply cartons by widgets per carton: 100 x 3 = 300 widgets

Therefore, 300 widgets are shipped in each shipping box.",2024-10-26 02:11:41.574352741,{},Stella and Twinkle are filling up a truck with a capacity of 6000 stone blocks at the rate of 250 blocks per hour per person. They work for four hours and are then joined by 6 other people who also work at the same rate. How many hours did filling the truck take?,09c017405e7219b65a12be2ac28b81018429c796222252555c4a3713f6be7a62,722311bfd5159a798c10e42f9897575fb3896020b94c61ce5155570d5f9ec4f5,140bedbf9c3f6d56a9846d2ba7088798683f4da0c248231336e6a05679e4fdfe
claude-3-5-sonnet,2024-10-25,"Johns goes to the gym 3 times a week.  He spends 1 hour each day lifting weight. Additionally, he also spends a third of his weightlifting time warming up and doing cardio each day.  How many hours does he spend at the gym a week?",baseline,GSM8K_multiple_choice,none,question,weekly,"Doris works at the Widget Factory in the packing department. She puts 3 widgets in each carton, which are 4 inches wide, 4 inches long, and 5 inches tall. She then packs those cartons into a shipping box before sending it to the loading bay. The shipping boxes are 20 inches wide, 20 inches long, and 20 inches high. How many widgets get shipped in each shipping box?",none,"The cost to fill a tank went up 200*.2=$<<200*.2=40>>40
So it cost 200+40=$<<200+40=240>>240 to fill the tank
That means he now pays 240*2=$<<240*2=480>>480
#### 480",none,"To solve this problem:

1. Convert pints to cups:
   1 pint = 2 cups

2. Calculate Elijah's coffee consumption:
   8.5 pints × 2 = 17 cups

3. Calculate Emilio's water consumption:
   9.5 pints × 2 = 19 cups

4. Sum up the total:
   17 cups + 19 cups = 36 cups

Therefore, Elijah and Emilio drank a total of 36 cups of liquid yesterday.",2024-11-07 02:11:27.335611343,{},James has to refuel his plane.  It used to cost $200 to refill the tank.  He got an extra tank to double fuel capacity.  Fuel prices also went up by 20%.  How much does he pay now for fuel?,141147c8cb0c0c9c1838481b2cc4a6f44f5199c9a6b265d88dfa95b55ea82226,d7881a94fbe42442b0114c53842d50d30400a87f1953a3f63940d62edc1e49dd,140bedbf9c3f6d56a9846d2ba7088798683f4da0c248231336e6a05679e4fdfe
claude-3-5-sonnet,2024-09-29,"Johns goes to the gym 3 times a week.  He spends 1 hour each day lifting weight. Additionally, he also spends a third of his weightlifting time warming up and doing cardio each day.  How many hours does he spend at the gym a week?",baseline,GSM8K_multiple_choice,none,question,daily,"Doris works at the Widget Factory in the packing department. She puts 3 widgets in each carton, which are 4 inches wide, 4 inches long, and 5 inches tall. She then packs those cartons into a shipping box before sending it to the loading bay. The shipping boxes are 20 inches wide, 20 inches long, and 20 inches high. How many widgets get shipped in each shipping box?",none,"He drinks 12 * 5 = <<12*5=60>>60 ounces of soda a day
So he drinks 60 + 64 = <<60+64=124>>124 ounces of liquid a day
So in total he drinks 124 * 7 = <<124*7=868>>868 ounces of liquid a week
#### 868",none,"To solve this problem:

1. Convert pints to cups:
   1 pint = 2 cups

2. Calculate Elijah's coffee consumption:
   8.5 pints × 2 = 17 cups

3. Calculate Emilio's water consumption:
   9.5 pints × 2 = 19 cups

4. Sum up the total:
   17 cups + 19 cups = 36 cups

Therefore, Elijah and Emilio drank a total of 36 cups of liquid yesterday.",2024-09-14 02:15:53.417990208,{},"Johns goes to the gym 3 times a week.  He spends 1 hour each day lifting weight. Additionally, he also spends a third of his weightlifting time warming up and doing cardio each day.  How many hours does he spend at the gym a week?",722311bfd5159a798c10e42f9897575fb3896020b94c61ce5155570d5f9ec4f5,d7881a94fbe42442b0114c53842d50d30400a87f1953a3f63940d62edc1e49dd,140bedbf9c3f6d56a9846d2ba7088798683f4da0c248231336e6a05679e4fdfe
claude-3-5-sonnet,2024-08-19,Stella and Twinkle are filling up a truck with a capacity of 6000 stone blocks at the rate of 250 blocks per hour per person. They work for four hours and are then joined by 6 other people who also work at the same rate. How many hours did filling the truck take?,baseline,GSM8K_multiple_choice,none,question,daily,"Doris works at the Widget Factory in the packing department. She puts 3 widgets in each carton, which are 4 inches wide, 4 inches long, and 5 inches tall. She then packs those cartons into a shipping box before sending it to the loading bay. The shipping boxes are 20 inches wide, 20 inches long, and 20 inches high. How many widgets get shipped in each shipping box?",none,"He drinks 12 * 5 = <<12*5=60>>60 ounces of soda a day
So he drinks 60 + 64 = <<60+64=124>>124 ounces of liquid a day
So in total he drinks 124 * 7 = <<124*7=868>>868 ounces of liquid a week
#### 868",none,"To solve this:
1. Stella and Twinkle work for 4 hours:
   2 people × 250 blocks/hour × 4 hours = 2000 blocks

2. Remaining blocks: 6000 - 2000 = 4000 blocks

3. After 4 hours, 8 people are working:
   8 people × 250 blocks/hour = 2000 blocks/hour

4. Time to fill remaining:
   4000 blocks ÷ 2000 blocks/hour =",2024-10-04 02:05:11.966949701,{},James has to refuel his plane.  It used to cost $200 to refill the tank.  He got an extra tank to double fuel capacity.  Fuel prices also went up by 20%.  How much does he pay now for fuel?,0266ed8a4e87d5e4897c51753f359e61a105e4c4fe9aa006a4ed678dfa956fb1,0266ed8a4e87d5e4897c51753f359e61a105e4c4fe9aa006a4ed678dfa956fb1,140bedbf9c3f6d56a9846d2ba7088798683f4da0c248231336e6a05679e4fdfe
claude-3-5-sonnet,2024-10-17,"Doris works at the Widget Factory in the packing department. She puts 3 widgets in each carton, which are 4 inches wide, 4 inches long, and 5 inches tall. She then packs those cartons into a shipping box before sending it to the loading bay. The shipping boxes are 20 inches wide, 20 inches long, and 20 inches high. How many widgets get shipped in each shipping box?",baseline,GSM8K_multiple_choice,none,question,daily,"Johns goes to the gym 3 times a week.  He spends 1 hour each day lifting weight. Additionally, he also spends a third of his weightlifting time warming up and doing cardio each day.  How many hours does he spend at the gym a week?",none,"He spends 60/3=<<60/3=20>>20 minutes warming up
So he spends 60+20=<<60+20=80>>80 minutes at the gym per day
That means he spends 80*3=<<80*3=240>>240 minutes at the gym
So he spends 240/60=<<240/60=4>>4 hours at the gym a week
#### 4",none,"To solve this problem:

1. Calculate the cost of nuts:
   3 kg × $12/kg = $36

2. Calculate the cost of dried fruits:
   2.5 kg × $8/kg = $20

3. Sum up the total cost:
   $36 + $20 = $56

Therefore, Adam's purchases cost $56 in total.",2024-10-24 02:10:41.078530073,{},"Johns goes to the gym 3 times a week.  He spends 1 hour each day lifting weight. Additionally, he also spends a third of his weightlifting time warming up and doing cardio each day.  How many hours does he spend at the gym a week?",09c017405e7219b65a12be2ac28b81018429c796222252555c4a3713f6be7a62,f26363ac575c68849485cb2e738eb118a9589524b9c9f6bfbb772a03e586d78e,140bedbf9c3f6d56a9846d2ba7088798683f4da0c248231336e6a05679e4fdfe
claude-3-5-sonnet,2024-11-08,Elijah drank 8.5 pints of coffee yesterday. Emilio drank 9.5 pints of water yesterday. How many cups of liquid did the two boys drink yesterday?,baseline,GSM8K_multiple_choice,none,question,daily,"Johns goes to the gym 3 times a week.  He spends 1 hour each day lifting weight. Additionally, he also spends a third of his weightlifting time warming up and doing cardio each day.  How many hours does he spend at the gym a week?",none,"He drinks 12 * 5 = <<12*5=60>>60 ounces of soda a day
So he drinks 60 + 64 = <<60+64=124>>124 ounces of liquid a day
So in total he drinks 124 * 7 = <<124*7=868>>868 ounces of liquid a week
#### 868",none,"To solve this:
1. Calculate weightlifting time per week: 3 days × 1 hour = 3 hours
2. Calculate warm-up/cardio time per day: 1/3 of 1 hour = 20 minutes
3. Total warm-up/cardio time per week: 20 minutes × 3 days = 1 hour
4. Total weekly gym time: Weightlifting + Warm-up/cardio
   3 hours + 1 hour = 4 hours

Johns spends 4 ",2024-09-27 03:10:10.151194811,{},"Doris works at the Widget Factory in the packing department. She puts 3 widgets in each carton, which are 4 inches wide, 4 inches long, and 5 inches tall. She then packs those cartons into a shipping box before sending it to the loading bay. The shipping boxes are 20 inches wide, 20 inches long, and 20 inches high. How many widgets get shipped in each shipping box?",d7881a94fbe42442b0114c53842d50d30400a87f1953a3f63940d62edc1e49dd,141147c8cb0c0c9c1838481b2cc4a6f44f5199c9a6b265d88dfa95b55ea82226,140bedbf9c3f6d56a9846d2ba7088798683f4da0c248231336e6a05679e4fdfe
claude-3-5-sonnet,2024-10-08,James has to refuel his plane.  It used to cost $200 to refill the tank.  He got an extra tank to double fuel capacity.  Fuel prices also went up by 20%.  How much does he pay now for fuel?,baseline,GSM8K_multiple_choice,none,question,daily,Elijah drank 8.5 pints of coffee yesterday. Emilio drank 9.5 pints of water yesterday. How many cups of liquid did the two boys drink yesterday?,none,"Each carton has an area of 4*4*5 = <<4*4*5=80>>80 square inches.
Each shipping box has an area of 20*20*20 = <<20*20*20=8000>>8000 square inches
The total number of cartons that will fit into each box is 8000/80 = <<8000/80=100>>100
Since there are 3 widgets in each carton, the total number of cartons in each box will be 3*100 = <<3*100=300>>300
#### 300",none,"To solve this problem:
1. Calculate daily soda intake: 5 cans × 12 oz = 60 oz
2. Add daily water intake: 60 oz + 64 oz = 124 oz total per day
3. Multiply by 7 for weekly intake: 124 oz × 7 days = 868 oz

Therefore, Tom drinks 868 ounces of fluid per week.",2024-09-24 02:50:35.959109306,{},"Doris works at the Widget Factory in the packing department. She puts 3 widgets in each carton, which are 4 inches wide, 4 inches long, and 5 inches tall. She then packs those cartons into a shipping box before sending it to the loading bay. The shipping boxes are 20 inches wide, 20 inches long, and 20 inches high. How many widgets get shipped in each shipping box?",141147c8cb0c0c9c1838481b2cc4a6f44f5199c9a6b265d88dfa95b55ea82226,722311bfd5159a798c10e42f9897575fb3896020b94c61ce5155570d5f9ec4f5,140bedbf9c3f6d56a9846d2ba7088798683f4da0c248231336e6a05679e4fdfe
claude-3-5-sonnet,2024-10-24,Elijah drank 8.5 pints of coffee yesterday. Emilio drank 9.5 pints of water yesterday. How many cups of liquid did the two boys drink yesterday?,baseline,GSM8K_multiple_choice,none,question,daily,Adam bought 3 kilograms of nuts and 2.5 kilograms of dried fruits at a store. One kilogram of nuts costs $12 and one kilogram of dried fruit costs $8. How much did his purchases cost?,none,"He drinks 12 * 5 = <<12*5=60>>60 ounces of soda a day
So he drinks 60 + 64 = <<60+64=124>>124 ounces of liquid a day
So in total he drinks 124 * 7 = <<124*7=868>>868 ounces of liquid a week
#### 868",none,"To solve this:
1. Calculate carton volume: 4 x 4 x 5 = 80 cubic inches
2. Calculate shipping box volume: 20 x 20 x 20 = 8000 cubic inches
3. Divide shipping box volume by carton volume: 8000 / 80 = 100 cartons per shipping box
4. Multiply cartons by widgets per carton: 100 x 3 = 300 widgets

Therefore, 300 widgets are shipped in each shipping box.",2024-10-04 02:05:11.966949701,{},"Doris works at the Widget Factory in the packing department. She puts 3 widgets in each carton, which are 4 inches wide, 4 inches long, and 5 inches tall. She then packs those cartons into a shipping box before sending it to the loading bay. The shipping boxes are 20 inches wide, 20 inches long, and 20 inches high. How many widgets get shipped in each shipping box?",0266ed8a4e87d5e4897c51753f359e61a105e4c4fe9aa006a4ed678dfa956fb1,a4280a44b48ddc8dc98a17a727170cf8d329ed49d9ec775f7072840f62fe75e6,140bedbf9c3f6d56a9846d2ba7088798683f4da0c248231336e6a05679e4fdfe
claude-3-5-sonnet,2024-10-18,James has to refuel his plane.  It used to cost $200 to refill the tank.  He got an extra tank to double fuel capacity.  Fuel prices also went up by 20%.  How much does he pay now for fuel?,baseline,GSM8K_multiple_choice,none,question,daily,Adam bought 3 kilograms of nuts and 2.5 kilograms of dried fruits at a store. One kilogram of nuts costs $12 and one kilogram of dried fruit costs $8. How much did his purchases cost?,none,"Each carton has an area of 4*4*5 = <<4*4*5=80>>80 square inches.
Each shipping box has an area of 20*20*20 = <<20*20*20=8000>>8000 square inches
The total number of cartons that will fit into each box is 8000/80 = <<8000/80=100>>100
Since there are 3 widgets in each carton, the total number of cartons in each box will be 3*100 = <<3*100=300>>300
#### 300",none,"To solve this problem:

1. Convert pints to cups:
   1 pint = 2 cups

2. Calculate Elijah's coffee consumption:
   8.5 pints × 2 = 17 cups

3. Calculate Emilio's water consumption:
   9.5 pints × 2 = 19 cups

4. Sum up the total:
   17 cups + 19 cups = 36 cups

Therefore, Elijah and Emilio drank a total of 36 cups of liquid yesterday.",2024-08-05 03:06:58.697863102,{},Stella and Twinkle are filling up a truck with a capacity of 6000 stone blocks at the rate of 250 blocks per hour per person. They work for four hours and are then joined by 6 other people who also work at the same rate. How many hours did filling the truck take?,09c017405e7219b65a12be2ac28b81018429c796222252555c4a3713f6be7a62,141147c8cb0c0c9c1838481b2cc4a6f44f5199c9a6b265d88dfa95b55ea82226,140bedbf9c3f6d56a9846d2ba7088798683f4da0c248231336e6a05679e4fdfe
claude-3-5-sonnet,2024-11-10,"Johns goes to the gym 3 times a week.  He spends 1 hour each day lifting weight. Additionally, he also spends a third of his weightlifting time warming up and doing cardio each day.  How many hours does he spend at the gym a week?",baseline,GSM8K_multiple_choice,none,question,daily,James has to refuel his plane.  It used to cost $200 to refill the tank.  He got an extra tank to double fuel capacity.  Fuel prices also went up by 20%.  How much does he pay now for fuel?,none,"Total drunk: 8.5 + 9.5 = <<8.5+9.5=18>>18 pints
18 pints * 2 = <<18*2=36>>36 cups
The two boys drank a total of 36 cups of liquid yesterday.
#### 36",none,"To solve this:
1. Calculate carton volume: 4 x 4 x 5 = 80 cubic inches
2. Calculate shipping box volume: 20 x 20 x 20 = 8000 cubic inches
3. Divide shipping box volume by carton volume: 8000 / 80 = 100 cartons per shipping box
4. Multiply cartons by widgets per carton: 100 x 3 = 300 widgets

Therefore, 300 widgets are shipped in each shipping box.",2024-11-04 02:43:57.475827694,{},Adam bought 3 kilograms of nuts and 2.5 kilograms of dried fruits at a store. One kilogram of nuts costs $12 and one kilogram of dried fruit costs $8. How much did his purchases cost?,722311bfd5159a798c10e42f9897575fb3896020b94c61ce5155570d5f9ec4f5,722311bfd5159a798c10e42f9897575fb3896020b94c61ce5155570d5f9ec4f5,140bedbf9c3f6d56a9846d2ba7088798683f4da0c248231336e6a05679e4fdfe
claude-3-5-sonnet,2024-11-01,James has to refuel his plane.  It used to cost $200 to refill the tank.  He got an extra tank to double fuel capacity.  Fuel prices also went up by 20%.  How much does he pay now for fuel?,baseline,GSM8K_multiple_choice,none,question,weekly,Adam bought 3 kilograms of nuts and 2.5 kilograms of dried fruits at a store. One kilogram of nuts costs $12 and one kilogram of dried fruit costs $8. How much did his purchases cost?,none,"For the nuts Adam paid 3 * $12 = $<<3*12=36>>36.
And for dried fruits Adam paid 2.5 * $8 = $<<2.5*8=20>>20.
So in total for his purchases Adam paid $36 + $20 = $<<36+20=56>>56.
#### 56",none,"To solve this:
1. Calculate carton volume: 4 x 4 x 5 = 80 cubic inches
2. Calculate shipping box volume: 20 x 20 x 20 = 8000 cubic inches
3. Divide shipping box volume by carton volume: 8000 / 80 = 100 cartons per shipping box
4. Multiply cartons by widgets per carton: 100 x 3 = 300 widgets

Therefore, 300 widgets are shipped in each shipping box.",2024-11-04 02:43:57.475827694,{},Elijah drank 8.5 pints of coffee yesterday. Emilio drank 9.5 pints of water yesterday. How many cups of liquid did the two boys drink yesterday?,09c017405e7219b65a12be2ac28b81018429c796222252555c4a3713f6be7a62,722311bfd5159a798c10e42f9897575fb3896020b94c61ce5155570d5f9ec4f5,140bedbf9c3f6d56a9846d2ba7088798683f4da0c248231336e6a05679e4fdfe
claude-3-5-sonnet,2024-10-23,James has to refuel his plane.  It used to cost $200 to refill the tank.  He got an extra tank to double fuel capacity.  Fuel prices also went up by 20%.  How much does he pay now for fuel?,baseline,GSM8K_multiple_choice,none,question,daily,"Johns goes to the gym 3 times a week.  He spends 1 hour each day lifting weight. Additionally, he also spends a third of his weightlifting time warming up and doing cardio each day.  How many hours does he spend at the gym a week?",none,"For the nuts Adam paid 3 * $12 = $<<3*12=36>>36.
And for dried fruits Adam paid 2.5 * $8 = $<<2.5*8=20>>20.
So in total for his purchases Adam paid $36 + $20 = $<<36+20=56>>56.
#### 56",none,"To solve this problem:

1. Convert pints to cups:
   1 pint = 2 cups

2. Calculate Elijah's coffee consumption:
   8.5 pints × 2 = 17 cups

3. Calculate Emilio's water consumption:
   9.5 pints × 2 = 19 cups

4. Sum up the total:
   17 cups + 19 cups = 36 cups

Therefore, Elijah and Emilio drank a total of 36 cups of liquid yesterday.",2024-11-11 02:35:14.335763216,{},Elijah drank 8.5 pints of coffee yesterday. Emilio drank 9.5 pints of water yesterday. How many cups of liquid did the two boys drink yesterday?,a4280a44b48ddc8dc98a17a727170cf8d329ed49d9ec775f7072840f62fe75e6,141147c8cb0c0c9c1838481b2cc4a6f44f5199c9a6b265d88dfa95b55ea82226,140bedbf9c3f6d56a9846d2ba7088798683f4da0c248231336e6a05679e4fdfe
claude-3-5-sonnet,2024-09-20,Elijah drank 8.5 pints of coffee yesterday. Emilio drank 9.5 pints of water yesterday. How many cups of liquid did the two boys drink yesterday?,baseline,GSM8K_multiple_choice,none,question,daily,Elijah drank 8.5 pints of coffee yesterday. Emilio drank 9.5 pints of water yesterday. How many cups of liquid did the two boys drink yesterday?,none,"He drinks 12 * 5 = <<12*5=60>>60 ounces of soda a day
So he drinks 60 + 64 = <<60+64=124>>124 ounces of liquid a day
So in total he drinks 124 * 7 = <<124*7=868>>868 ounces of liquid a week
#### 868",none,"To solve this:
1. Calculate carton volume: 4 x 4 x 5 = 80 cubic inches
2. Calculate shipping box volume: 20 x 20 x 20 = 8000 cubic inches
3. Divide shipping box volume by carton volume: 8000 / 80 = 100 cartons per shipping box
4. Multiply cartons by widgets per carton: 100 x 3 = 300 widgets

Therefore, 300 widgets are shipped in each shipping box.",2024-10-15 02:33:59.477413177,{},Stella and Twinkle are filling up a truck with a capacity of 6000 stone blocks at the rate of 250 blocks per hour per person. They work for four hours and are then joined by 6 other people who also work at the same rate. How many hours did filling the truck take?,09c017405e7219b65a12be2ac28b81018429c796222252555c4a3713f6be7a62,f26363ac575c68849485cb2e738eb118a9589524b9c9f6bfbb772a03e586d78e,140bedbf9c3f6d56a9846d2ba7088798683f4da0c248231336e6a05679e4fdfe
claude-3-5-sonnet,2024-10-22,"Johns goes to the gym 3 times a week.  He spends 1 hour each day lifting weight. Additionally, he also spends a third of his weightlifting time warming up and doing cardio each day.  How many hours does he spend at the gym a week?",baseline,GSM8K_multiple_choice,none,question,daily,Every day Tom drinks 5 12-oz cans of soda plus 64 ounces of water. How many ounces of fluid does he drink a week?,none,"Each carton has an area of 4*4*5 = <<4*4*5=80>>80 square inches.
Each shipping box has an area of 20*20*20 = <<20*20*20=8000>>8000 square inches
The total number of cartons that will fit into each box is 8000/80 = <<8000/80=100>>100
Since there are 3 widgets in each carton, the total number of cartons in each box will be 3*100 = <<3*100=300>>300
#### 300",none,"To solve this:
1. Calculate weightlifting time per week: 3 days × 1 hour = 3 hours
2. Calculate warm-up/cardio time per day: 1/3 of 1 hour = 20 minutes
3. Total warm-up/cardio time per week: 20 minutes × 3 days = 1 hour
4. Total weekly gym time: Weightlifting + Warm-up/cardio
   3 hours + 1 hour = 4 hours

Johns spends 4 ",2024-09-24 02:50:35.959109306,{},Every day Tom drinks 5 12-oz cans of soda plus 64 ounces of water. How many ounces of fluid does he drink a week?,0266ed8a4e87d5e4897c51753f359e61a105e4c4fe9aa006a4ed678dfa956fb1,a4280a44b48ddc8dc98a17a727170cf8d329ed49d9ec775f7072840f62fe75e6,140bedbf9c3f6d56a9846d2ba7088798683f4da0c248231336e6a05679e4fdfe
claude-3-5-sonnet,2024-09-20,Stella and Twinkle are filling up a truck with a capacity of 6000 stone blocks at the rate of 250 blocks per hour per person. They work for four hours and are then joined by 6 other people who also work at the same rate. How many hours did filling the truck take?,baseline,GSM8K_multiple_choice,none,question,daily,Stella and Twinkle are filling up a truck with a capacity of 6000 stone blocks at the rate of 250 blocks per hour per person. They work for four hours and are then joined by 6 other people who also work at the same rate. How many hours did filling the truck take?,none,"He drinks 12 * 5 = <<12*5=60>>60 ounces of soda a day
So he drinks 60 + 64 = <<60+64=124>>124 ounces of liquid a day
So in total he drinks 124 * 7 = <<124*7=868>>868 ounces of liquid a week
#### 868",none,"To solve this problem, we need to:
1. Convert pints to cups (1 pint = 2 cups)
2. Calculate total cups for each boy
3. Add the results together

Elijah: 8.5 pints × 2 = 17 cups of coffee
Emilio: 9.5 pints × 2 = 19 cups of water

Total: 17 + 19 = 36 cups

Therefore, the two boys drank a total of 36 cups of liquid yesterday.",2024-09-25 01:59:02.896404505,{},Adam bought 3 kilograms of nuts and 2.5 kilograms of dried fruits at a store. One kilogram of nuts costs $12 and one kilogram of dried fruit costs $8. How much did his purchases cost?,d7881a94fbe42442b0114c53842d50d30400a87f1953a3f63940d62edc1e49dd,d7881a94fbe42442b0114c53842d50d30400a87f1953a3f63940d62edc1e49dd,140bedbf9c3f6d56a9846d2ba7088798683f4da0c248231336e6a05679e4fdfe
